p_t,ceiling_None,ceiling_ClassWeight,ceiling_B-SMOTE,ceiling_SMOTE,ceiling_ADASYN,ceiling_RUS
0.042401055408970975,0.029639868418405442,0.029278439931647013,0.02974206098843193,0.02968240285688163,0.02974813116163491,0.029399701367238896
0.04489445910290237,0.028953430783907795,0.028638742376400877,0.028973154627560435,0.02907447633589796,0.02916494938849027,0.028608785908531997
0.04738786279683377,0.028588038360816893,0.027995696083121795,0.02821894178310321,0.028463367394338565,0.028578714730481784,0.02803729859344532
0.049881266490765165,0.02832193748065225,0.027349274687455016,0.027460770365835968,0.027849050977253133,0.02798940315248375,0.027486266028371203
0.05237467018469657,0.028054436264517923,0.026703757246444415,0.026698609128218913,0.027231501765991758,0.027396990366404368,0.026932333695656854
0.054868073878627965,0.027785523629507553,0.026129744197234343,0.026064939838887767,0.026692383547877247,0.026806489959639954,0.026375478645200342
0.05736147757255936,0.027515188375451756,0.025580428086642716,0.0256036136686835,0.026250501444670032,0.026213445916229844,0.025831134738769378
0.059854881266490766,0.027243419183363135,0.025084496602703732,0.02513984048821672,0.02580627546827459,0.02567541004243264,0.025352641470440807
0.06234828496042216,0.026970204613856474,0.024660637727508126,0.02467360077621638,0.025359686920206286,0.025192570487357784,0.024875942267960513
0.06484168865435357,0.02669553310554367,0.024282406775805926,0.024204874803213906,0.024915206469326597,0.02478916662480093,0.0243967010283985
0.06733509234828496,0.0264193929734029,0.023902153484795373,0.023733642628760224,0.024468641104820527,0.024383605827480496,0.023914897363967267
0.06982849604221636,0.026141772407121556,0.023519861591319788,0.02325988409859797,0.024019681627562756,0.023975870749856153,0.023430510668274528
0.07232189973614776,0.02586265946941249,0.023135514657374706,0.022823513961910805,0.023568308732938123,0.023565943859902933,0.022943520113385393
0.07481530343007917,0.02558204209430301,0.022800520477729586,0.022504808149576484,0.02311450290822511,0.023153807436598287,0.022453904646837063
0.07730870712401056,0.02529990808539611,0.022495429584453962,0.022228632418105188,0.022658244429784022,0.022739443567368435,0.022012945206155446
0.07980211081794196,0.025016245114103483,0.022192022090797577,0.02195122187889442,0.022199513360199426,0.022322834145493183,0.021669061441653363
0.08229551451187335,0.024731040717849692,0.02188696588041939,0.021672303890446686,0.02173828954537601,0.021903960867468472,0.02132330901232017
0.08478891820580475,0.024444282298246987,0.02158024747801372,0.021391866132064924,0.021354929341714644,0.02148280523032576,0.020975672645168406
0.08728232189973616,0.024155957119240234,0.02129912902084868,0.02110989614841911,0.021097042203647123,0.021059348528907486,0.020758434053665634
0.08977572559366755,0.02386605230522132,0.021116509167006137,0.020826381347702233,0.020837742190180083,0.020633571853097797,0.02056727455646508
0.09226912928759895,0.02357455483911247,0.020936579715425927,0.020541308999755876,0.020577017658428436,0.020205456085007546,0.020383989606777148
0.09476253298153034,0.023281451560417984,0.02075874559157765,0.020254666234164866,0.020314856837229542,0.01977498189611286,0.020199694969825398
0.09725593667546174,0.02298672916324354,0.02057992910234072,0.019966440038320255,0.020051247825371658,0.019342129744346216,0.020014382279258634
0.09974934036939315,0.02271052642520725,0.020400122085210186,0.019676617255450196,0.019786178589792994,0.018906879871139228,0.019828043076037315
0.10224274406332454,0.022459887412391882,0.020219316286999925,0.01938518458261798,0.019519636963750718,0.018477610426325196,0.019640668807146378
0.10473614775725594,0.022207852287717798,0.020042178130473428,0.0190921285686866,0.01925161064495938,0.018046891089123558,0.01945225082428658
0.10722955145118734,0.021954409353652435,0.019868438629465864,0.018797435612249218,0.018982087193698143,0.017613765854217367,0.01926278038254392
0.10972295514511873,0.021699546781617854,0.019693725942153878,0.01850109195952487,0.018711054030886198,0.01717821450697482,0.01907224863903669
0.11221635883905014,0.021443252610150496,0.01951803186874798,0.018203083702218688,0.01844226509851131,0.016740216605667158,0.018880646651539715
0.11470976253298154,0.021185514743029838,0.019361503582345896,0.01790339677534598,0.01817670622025044,0.016299751478270615,0.018687965377085378
0.11720316622691293,0.02092632094737533,0.019217427582830356,0.017602016955019423,0.017909647233555377,0.015917324875070325,0.0184941956705409
0.11969656992084433,0.020665658851710962,0.019072535411033473,0.01729892985619865,0.017641075391539817,0.01566453157740743,0.01829932828316147
0.12218997361477572,0.020403515943996926,0.01892682011198691,0.0170389250177091,0.01738495592324652,0.015480489177370957,0.0181033538611187
0.12468337730870713,0.020139879569627536,0.018780274651475373,0.016777834097988796,0.017129319549202826,0.015295398260744723,0.01790626294400393
0.12717678100263852,0.019874736929394912,0.01863289191490469,0.016515251455661868,0.016872222616673812,0.015109249841602095,0.017708045963305885
0.1296701846965699,0.019608075077417617,0.018484664706150414,0.016251164269841592,0.016613652572618584,0.014922034831041481,0.01750869324086217
0.13216358839050132,0.019406626107741527,0.018340719991671823,0.01598555957229713,0.016353596719730343,0.014756693124121959,0.017308194987284038
0.13465699208443271,0.01923362063832737,0.01819822301363823,0.015718424245330757,0.016092042214357977,0.01466553970475321,0.01710654130035399
0.13715039577836413,0.019059615290198784,0.01805490247958823,0.015562316386205016,0.015828976064391532,0.014573859467567181,0.01690372216339551
0.13964379947229552,0.018884601370091472,0.017910751229263285,0.015462577270444935,0.015564385127111014,0.014481647832241823,0.01669972744361451
0.1421372031662269,0.018708570083672216,0.01776576201915882,0.015362258365281272,0.015298256106997601,0.014388900165203718,0.016494546890411854
0.14463060686015833,0.018531512534065788,0.017619927521310946,0.015261354600451802,0.015030575553506596,0.014295611778851946,0.016288170133666298
0.14712401055408972,0.018373623605148475,0.017473240322061847,0.015159860846402164,0.014874704575385337,0.014201777930768319,0.016080586681987412
0.1496174142480211,0.018228387651429395,0.01732569292080347,0.015057771913416602,0.01480266446041062,0.014107393822913742,0.0158938900414246
0.1521108179419525,0.018082297501498923,0.01717727772869904,0.01495508255073338,0.014730200645988874,0.014012454600810385,0.01575477501801601
0.15460422163588391,0.017935345597278197,0.017027987067381962,0.014851787445644542,0.0146573093831526,0.013916955352709384,0.015614839385084338
0.1570976253298153,0.017787524291257635,0.01687781316763163,0.014747881222579688,0.01458398687857476,0.013820891108743766,0.015474075860253084
0.1595910290237467,0.017638825845170264,0.016726748168025628,0.014643358442173448,0.014510229293910732,0.013724256840066297,0.01533247707472161
0.1620844327176781,0.017489242428641395,0.016598213938778462,0.014538213600316287,0.014436032745128509,0.013627047457971941,0.015190035571979267
0.1645778364116095,0.017338766117814104,0.016505613132115512,0.014432441127188349,0.014361393301826909,0.013529257813004602,0.015046743806496515
0.1670712401055409,0.017187388893949995,0.016412457917429905,0.01432603538627591,0.014286306986541528,0.013430882694047819,0.014903247289779119
0.1695646437994723,0.017035102642004786,0.01631874330084824,0.014218990673370128,0.014210769774038201,0.013331916827399076,0.014762271422593768
0.1720580474934037,0.016881899149178172,0.016224464228339553,0.014111301215547708,0.0141347775905937,0.013232354875827405,0.014620446438518203
0.1745514511873351,0.016743716640101405,0.016129615584806745,0.014002961170133079,0.014058326313263378,0.01313219143761388,0.014477764642858937
0.1770448548812665,0.016651172402514396,0.016034192193161476,0.013893964623641713,0.01398141176913551,0.013031421045574695,0.014334218247668423
0.1795382585751979,0.01655806567643536,0.0159381888133822,0.01378430559070418,0.013904029734572044,0.012930038166066408,0.014189799370328049
0.18203166226912929,0.01646439131798224,0.01584192184428168,0.013673978012970506,0.013826175934435449,0.012828037197973012,0.01404450003210521
0.18452506596306067,0.01637014412036106,0.015748512399528247,0.01356297575799445,0.013747846041301403,0.012725412471674394,0.013898312156683914
0.1870184696569921,0.016275318812901167,0.01565452998369022,0.013451292618097242,0.013669035674656958,0.012622158247995842,0.013758050223233183
0.18951187335092348,0.016179910060072675,0.01555996930866465,0.013338922309210353,0.013589740400083945,0.012518268717138153,0.013619389502455777
0.19200527704485487,0.016083912460485718,0.015464825021074019,0.013225858469696823,0.013509955728427229,0.01241373799758791,0.013479872991056064
0.1944986807387863,0.015987320545871098,0.015369091701255971,0.013112094659150714,0.013429677114947521,0.012308560135007543,0.013339492741816148
0.19699208443271768,0.015890128780041972,0.01527276386223422,0.012997624357174192,0.013348899958458428,0.012202729101104723,0.013198240708811157
0.19948548812664907,0.015792331557836124,0.0151758359486702,0.01288244096213175,0.013267619600447346,0.012096238792480576,0.013056108745871991
0.2019788918205805,0.01569392320403838,0.015078302335795102,0.01276653778988107,0.013185831324179886,0.011989083029456362,0.012913088605019265
0.20447229551451188,0.015594897972282796,0.01498015732832179,0.012649908072480051,0.013103530353787468,0.011881255554878064,0.01276917193486782
0.20696569920844327,0.015495250043934128,0.014881395159336222,0.012532544956869396,0.013020711853337686,0.011772750032898401,0.012635043004142157
0.20945910290237468,0.01539497352694811,0.014782009989167857,0.012414441503530308,0.012937370925887084,0.011663560047735846,0.012523624651935468
0.21195250659630607,0.015294062454710131,0.01468199590423866,0.012319501410684034,0.012853502612515964,0.011553679102410048,0.012411501238337714
0.21444591029023746,0.015192510784851763,0.014581346915890145,0.012228781918943894,0.012769101891344788,0.01144310061745316,0.012298666049606197
0.21693931398416888,0.015090312398044706,0.01448005695918804,0.012137484693396254,0.012684163676531812,0.011331817929596585,0.012185112286487242
0.21943271767810027,0.014987461096771595,0.014378119891704023,0.012045604197592277,0.012598682817251492,0.011219824290432532,0.012070833062850454
0.22192612137203166,0.014883950604073186,0.014275529492274043,0.01195313482411503,0.01251265409665326,0.01110711286504982,0.011955821404296666
0.22441952506596308,0.01477977456227137,0.014172279459732689,0.011860070893438742,0.01244035840701423,0.010993676730643399,0.011840070246739092
0.22691292875989447,0.014674926531667493,0.014068363411623066,0.011766406652765942,0.01236952773745072,0.010879508875096953,0.011723572434957004
0.22940633245382586,0.01456939998921536,0.01396377488288162,0.01167213627484204,0.012298238695438612,0.010764602195537966,0.011606320721121303
0.23189973614775725,0.014463188327168452,0.013858507324497352,0.011577253856746801,0.012228630884852074,0.010648949496864665,0.011488307763291405
0.23439313984168866,0.014356284851700669,0.013752554102144838,0.011481753418662248,0.012161162913667962,0.01053254349024419,0.011369526123882758
0.23688654353562005,0.01424868278150004,0.013645908494790436,0.011385628902616355,0.012093254051585787,0.010423575166592066,0.011249968268104281
0.23937994722955144,0.014140375246334779,0.01353856369327109,0.011288874171202053,0.012024899962725934,0.01033211547023029,0.011129626562365103
0.24187335092348286,0.014031355285591046,0.013430512798845077,0.011191483006270986,0.011956096254167665,0.010246976588093568,0.011008493272649843
0.24436675461741425,0.013921615846781752,0.013321748821714089,0.01109344910760135,0.011886838475008023,0.010163574614598506,0.010886560562861738
0.24686015831134564,0.013811149784025745,0.013212264679515914,0.010994766091539317,0.01181712211540201,0.01007962040690394,0.010763820493132842
0.24935356200527706,0.013699949856496687,0.013102053195787115,0.01089542748961336,0.011746942605583672,0.009995108461981856,0.010640265018100557
0.25184696569920845,0.013588008726840918,0.013007705263380867,0.010802066013115237,0.011676295314867587,0.009910033203443473,0.0105158859851497
0.2543403693931398,0.013475318959563557,0.012918555136379222,0.010710411669062985,0.011605175550630318,0.009824388980312678,0.0103906751326193
0.2568337730870712,0.013361873019382147,0.012828806792591262,0.010618142304382103,0.011533578557271384,0.009738170065774807,0.010264624087973288
0.25932717678100264,0.013247663269547022,0.012738454190499475,0.010525251707849535,0.011461499515153215,0.009691714344125397,0.010137724365934261
0.26182058047493406,0.013132681970127635,0.012647491206958805,0.010431733584321768,0.011388933539519648,0.009645721824357642,0.010009967366579386
0.2643139841688654,0.013016921276264058,0.012555911635813396,0.010337581553312724,0.011315875679392412,0.00959941754681221,0.009881344373397634
0.26680738786279684,0.012900373236382764,0.012463709186485084,0.010242789147542605,0.011242320916445106,0.009552798330859693,0.009751846551307307
0.26930079155672826,0.012783029790375933,0.012370877482533012,0.010147349811457049,0.011168264163854129,0.00950586095245696,0.00962146494463305
0.2717941952506596,0.01266488276774331,0.012277410060183649,0.01005125689971585,0.011093700265125985,0.009458602143403912,0.009490190475041247
0.27428759894459104,0.012545923885695769,0.012183300366830484,0.009954503675650516,0.011018623992900425,0.009411018590584895,0.009358013939432868
0.27678100263852246,0.01242614474721966,0.012088541759502717,0.009857083309689948,0.010943030047728836,0.009363106935194453,0.009224926007792747
0.2792744063324538,0.012305536839100973,0.011993127503302156,0.009758988877753417,0.010866913056827264,0.009314863771946978,0.009113227778190701
0.28176781002638523,0.012184091529908316,0.01189705076980752,0.009660213359610054,0.010790267572803455,0.009266285648269914,0.00903010521100995
0.28426121372031665,0.012061800067933788,0.01180030463544545,0.009560749637204106,0.010713088072357308,0.009217369063480103,0.008946403499258494
0.286754617414248,0.011943230056606385,0.011702882079827299,0.009460590492944995,0.010635368954954063,0.009168110467942836,0.008862116569116948
0.28924802110817943,0.011830242699111133,0.011604775984050934,0.009359728607961429,0.010557104541469547,0.009118506262213213,0.008777238261535147
0.2917414248021108,0.011716459804210726,0.011505979128966679,0.009258156560318627,0.010478289072806828,0.009068552796159375,0.008691762330731916
0.2942348284960422,0.01160187294022285,0.011406484193406473,0.009155866823197741,0.010398916708483516,0.009018246368067136,0.008605682442662974
0.29672823218997363,0.011486473555889295,0.011306283752375386,0.009097138263041597,0.010318981525189053,0.008967583223725577,0.008518992173456304
0.299221635883905,0.011370252978248674,0.011205370275204506,0.009044980735515074,0.010238477515311161,0.008916559555493109,0.00843168500781408
0.3017150395778364,0.011253202410463556,0.011103736123664255,0.00899245072460663,0.010157398585430737,0.008865171501343545,0.008349258761540131
0.3042084432717678,0.011135312929600894,0.011001373550037165,0.008939544225878022,0.010075738554784407,0.008813415143891643,0.008268748872170509
0.3067018469656992,0.011016575484364544,0.010898274695149016,0.008886257177284147,0.00999349115369386,0.008761286509397637,0.00818765988517983
0.3091952506596306,0.010896980892778683,0.010794431586357392,0.008832585458133419,0.009910650021961218,0.008708781566750187,0.008105985529950463
0.311688654353562,0.010776519839820886,0.010689836135496475,0.008778524888025531,0.009827208707229473,0.008655896226427252,0.008023719445003675
0.3141820580474934,0.010675984137926902,0.010584480136777033,0.008724071225766043,0.009743160663307222,0.008602626339434274,0.007940855176347933
0.3166754617414248,0.01061517100894974,0.010478355264640419,0.00866922016825723,0.009658499248456666,0.008548967696219132,0.007857386175791046
0.3191688654353562,0.010553912448873052,0.01037145307156541,0.00861396734936453,0.009573371890201068,0.00849491602556323,0.007773305799215196
0.3216622691292876,0.010492203545809294,0.010263764985826696,0.008558308338758005,0.009506823073171525,0.008440466993448149,0.0076886073048139615
0.324155672823219,0.010430039315384899,0.010155282309203734,0.008502238640728157,0.009439783216831494,0.008385616201897213,0.007603283851290283
0.3266490765171504,0.010367414699398194,0.010045996214638697,0.008445753692975441,0.009372246866257594,0.008330359187791295,0.007517328496014411
0.3291424802110818,0.010304324564447395,0.00993589774384221,0.008388848865372762,0.009304208485428303,0.00827469142165824,0.007430734193140768
0.3316358839050132,0.010240763700527917,0.009824977804845468,0.00833151945870029,0.009235662455711217,0.008218608306435168,0.007343493791682658
0.3341292875989446,0.010179539743182342,0.009724077017607958,0.008273760703351849,0.00916660307431634,0.008162105176202998,0.007255600033543724
0.336622691292876,0.010123876925900865,0.00964564304780224,0.008215567758012124,0.009097024552714494,0.008105177294892397,0.007167045551505012
0.3391160949868074,0.010067794095745201,0.009566617241673805,0.00815693570830393,0.009026921015019916,0.008047819854960468,0.007077822867166458
0.3416094986807388,0.010011286480798156,0.009486992875157512,0.008097859565404745,0.008956286496336108,0.007990027976037352,0.0069879243888416095
0.34410290237467017,0.009954349236580435,0.009406763121941636,0.008038334264631674,0.008888973625683267,0.007931796703541957,0.006897342409404329
0.3465963060686016,0.009896977444666175,0.009325921051516996,0.007978354663994037,0.008844640877385884,0.00787312100726601,0.006806069104086187
0.349089709762533,0.009839166111266607,0.009244459627181241,0.007917915542712671,0.008799968483395308,0.007813995779925541,0.006714096528223237
0.35158311345646437,0.009780910165781077,0.009162371703997082,0.007857011599705071,0.008754952525520124,0.007754415835678975,0.006621416614950802
0.3540765171503958,0.009722204459314487,0.009079650026703256,0.007795637452035456,0.008709589025068671,0.007694375908610875,0.006528021172844867
0.3565699208443272,0.009663043763160285,0.00899628722757688,0.00773378763332879,0.008663873941676788,0.00763387065118044,0.006433901883508637
0.35906332453825857,0.009603422767248014,0.00891227582424595,0.007671456592147779,0.008617803172108213,0.007572894632633799,0.006339050299102748
0.36155672823219,0.009543336078554511,0.008827608217450562,0.007608638690331845,0.008571372549026872,0.0075114423373790805,0.006243457839817631
0.36405013192612135,0.009482778219477728,0.008742276688751457,0.0075453282012970255,0.008524577839740265,0.007449508163323279,0.006147115791286385
0.36654353562005276,0.009421743626172121,0.008656273398184465,0.007481519308295709,0.008477414744913207,0.007387086420169818,0.006050015301936556
0.3690369393139842,0.009360226646844615,0.008569590381859343,0.007417206102635134,0.008429878897251043,0.007324171327675777,0.00595214738027916
0.37153034300791554,0.009298221540009956,0.008482219549501412,0.007352382581853444,0.008381965860151531,0.007276874758574909,0.005853502892133109
0.37402374670184696,0.009235722472704398,0.008394152681934492,0.00728704264785218,0.00833367112632451,0.007233551541465375,0.00575407255778336
0.3765171503957784,0.009172723518656533,0.008305381428503409,0.007221180104983958,0.008284990116378434,0.007189881811954923,0.005656028345251659
0.37901055408970974,0.009109218656414026,0.008215897304434422,0.007154788658094064,0.00823591817737286,0.007145861396082276,0.005558606113402359
0.38150395778364116,0.009045201767425053,0.008125691688131778,0.007087861910514684,0.008186450581335925,0.007101486052578557,0.005460398385976093
0.3839973614775726,0.008980666634073162,0.008053635636718523,0.0070203933620104336,0.008136582523745828,0.007056751471505086,0.005361395624583988
0.38649076517150394,0.008915606937664178,0.007998926346556424,0.006952376406673769,0.00808630912197525,0.00701165327285795,0.005261588135774752
0.38898416886543535,0.008850016256363849,0.007943770546372058,0.0068838043307688805,0.008035625413697723,0.006966187005138404,0.0051726399710671075
0.39147757255936677,0.008783888063084779,0.007888162747478292,0.006814670310522578,0.007984526355254803,0.006920348143888138,0.005110269061497074
0.39397097625329813,0.008717215723321186,0.00783209737085891,0.006744967409860641,0.007933006819982939,0.006874132090188376,0.005047384922856413
0.39646437994722955,0.00864999249293001,0.007775568745302691,0.006674688578088047,0.007881061596498847,0.006827534169121765,0.004983981194192008
0.39895778364116097,0.008582211515856777,0.0077185711054911085,0.006603826647511485,0.007828685386942258,0.006780549628196001,0.004920051408997935
0.40145118733509233,0.008513865821804623,0.0076610985900381606,0.006532374331002414,0.007775872805174684,0.00673317363572803,0.004855588993016927
0.40394459102902375,0.008444948323844813,0.007603145239481047,0.006460324219498977,0.007722618374933012,0.006685401279187707,0.004790587261986651
0.40643799472295516,0.008375451815967045,0.007544704994220198,0.006387668779444947,0.007668916527936556,0.0066372275634997095,0.0047250394193292106
0.4089313984168865,0.00830536897056773,0.007485771692407139,0.006314400350163847,0.007614761601946178,0.006588647409302459,0.004658938553782132
0.41142480211081794,0.008234692335874452,0.0074263390677787,0.006240511141166328,0.0075601478387740985,0.006539655651162799,0.004592277636969152
0.41391820580474936,0.008163414333304662,0.007366400747435922,0.00616599322938882,0.007505069382242897,0.006490247035745103,0.004525049520909009
0.4164116094986807,0.008091527254756679,0.007305950249566027,0.0060908385563613835,0.007449520276092182,0.0064404162199334335,0.0044572469354603435
0.41890501319261214,0.008019023259830935,0.007255340316006728,0.006015038925302651,0.00739349446183138,0.006390157768905361,0.004388862485700835
0.42139841688654356,0.007945894372979389,0.007205479711335218,0.00593858599813967,0.007336985776537003,0.006339466154155993,0.0043198886492385805
0.4238918205804749,0.007872132480580888,0.007155187511972604,0.005861471292450329,0.007279987950592708,0.0062883357514706695,0.004250317773453632
0.42638522427440634,0.007797729327940284,0.0071044580897176475,0.005783686178326061,0.0072224946053704225,0.006236760838844796,0.004180142072667607
0.42887862796833776,0.00772267651620892,0.007053285718082627,0.005708175317277078,0.007165765011761326,0.006184735594349192,0.004109353625239162
0.4313720316622691,0.007646965499224101,0.007001664570138432,0.0056531127594699375,0.007117585273680077,0.00613225409393926,0.004037944370583026
0.43386543535620054,0.007570587580265046,0.006949588716302712,0.005597565182045169,0.007068981143433405,0.006079310309206279,0.00396590610611028
0.43635883905013195,0.007493533908722748,0.006897052122069328,0.005541526148196226,0.00701994698881558,0.006025898105069004,0.0038932304840874317
0.4388522427440633,0.007443128149744796,0.006844048645677246,0.005484989106711339,0.006970477077516304,0.005972011237403722,0.003819909008411719
0.44134564643799473,0.007392325370282588,0.0067917257932098634,0.00542794738942044,0.006920565574886768,0.005917643350610833,0.003745933031300084
0.44383905013192615,0.0073410670685907006,0.006754855786729733,0.005370394208573408,0.006870206541645614,0.005862787975116006,0.003671293749889089
0.4463324538258575,0.007289347090430087,0.006717653697175608,0.005312322654147455,0.006819393931522906,0.00580743852480377,0.003595982202742932
0.44882585751978893,0.007237159170199418,0.006680115017711442,0.005253725691081442,0.0067681215888401435,0.005751588294381475,0.0035199892662666956
0.4513192612137203,0.007184496928404742,0.00664223515957843,0.005194596156434788,0.006716383246024322,0.005695230456671384,0.003443305651021817
0.4538126649076517,0.0071313538690598016,0.006604009450225051,0.005134926756468539,0.006664172521053854,0.005638358059828552,0.0033659218979405874
0.4563060686015831,0.007077723377014862,0.006565433131385709,0.0050747100636461505,0.006611482914834264,0.005580964024482213,0.0032878283744365525
0.4587994722955145,0.0070235987152116675,0.006526501357106218,0.005013938513551336,0.006558307808501301,0.005523041140798093,0.0032090152704073397
0.4612928759894459,0.00696897302186217,0.006487209191714474,0.00495260440172032,0.006504640460649163,0.005464582065459157,0.0031294725941264923
0.4637862796833773,0.006913839307548566,0.006447551607734514,0.004890699880385749,0.006450474004481412,0.005405579318562143,0.003049190168020719
0.4662796833773087,0.006858190452242022,0.006407523483742087,0.004828216955129277,0.006395801444882,0.005346025280427069,0.002968157624328732
0.4687730870712401,0.006802019202237436,0.006367119602159841,0.004765147481439917,0.006347280602115348,0.005285912188316898,0.0028863644006378447
0.4712664907651715,0.006745318167001509,0.006326334646990139,0.004701483161175017,0.006299532361916673,0.005225232133064414,0.002803799735294302
0.4737598944591029,0.006688079815931164,0.0062851632014834,0.004637215538920595,0.006251331645225857,0.005163977055603168,0.0027204526626830976
0.4762532981530343,0.006630296475019391,0.006243599745739844,0.004572335998247726,0.006202671989721205,0.00510213874339934,0.0026363120083729707
0.4787467018469657,0.006571960323425412,0.00620163865424242,0.004506835757861504,0.006153546809431539,0.005039708826781223,0.0025513663841220894
0.4812401055408971,0.006513063389945913,0.00615927419331857,0.004440705867638909,0.006103949391764592,0.0049766787751628115,0.002515297903224788
0.4837335092348285,0.006453597549384019,0.006116500518528436,0.004373937204551871,0.006053872894449313,0.004913039893157978,0.0024944326960100885
0.4862269129287599,0.006393554518812562,0.006073311671977037,0.0043065204684716385,0.006003310342389139,0.004848783316581506,0.002473364965985016
0.4887203166226913,0.006332925853727988,0.006029701579547782,0.004238446177850362,0.005952254624423182,0.004783900008333103,0.0024520917501658674
0.4912137203166227,0.006271702944091163,0.005985664048054627,0.0041697046652756815,0.005900698489992172,0.00471838075416036,0.0024306100274862795
0.4937071240105541,0.0062098770102512295,0.005941192762310113,0.0041002860728940015,0.005848634545705912,0.004652216158296572,0.0024089167173670044
0.4962005277044855,0.00614743909874838,0.00589628128210631,0.004030180347697821,0.005796055251808776,0.004585396638968961,0.002387008678243198
0.4986939313984169,0.006084380077991389,0.005850923039105667,0.003959377236672426,0.00574295291853973,0.004517912423772882,0.0023648827060477624
0.5011873350923483,0.006020690633805514,0.005813113314810625,0.0038878662817970573,0.005689319702383204,0.004449753544907297,0.0023425355326492097
0.5036807387862796,0.005956361264846181,0.005783770093881806,0.0038156368148953507,0.005635147602206923,0.004380909834266607,0.002319963824242426
0.5061741424802111,0.005891382277873739,0.005754130555964552,0.0037455039343897013,0.005580428455282762,0.004311370918383819,0.002297164179690692
0.5086675461741424,0.005825743782884339,0.005724190189829037,0.003719018225885207,0.005525153933186425,0.0042411262132197244,0.002274133128817219
0.5111609498680739,0.005759435688091787,0.005693944392204363,0.0036922623279864574,0.005469315537571644,0.004170164918792607,0.002250867130644393
0.5136543535620053,0.005692447694755046,0.0056633884654191825,0.0036652320850611058,0.005412904595814389,0.004098476013642761,0.00222736257157887
0.5161477572559366,0.0056247692918457975,0.00563251761496935,0.0036379232558170233,0.00535591225652239,0.004026048249125847,0.002203615763540537
0.5186411609498681,0.005556389750550279,0.0056013269470099915,0.003610331511083744,0.005298329484905112,0.003952870143528888,0.0021796229420333376
0.5211345646437995,0.0054872981185993645,0.005569811465769223,0.003582452431524603,0.005240147057999078,0.0038789299760024704,0.002155380264155824
0.5236279683377308,0.005417483214420545,0.005537966070880638,0.0035542815052770093,0.00518135555974323,0.0038042157803023302,0.0021308838065492207
0.5261213720316623,0.005346933621105318,0.005505785554631588,0.0035258141255182333,0.005121945375898829,0.0037401956037571397,0.00210612956328072
0.5286147757255937,0.005275637680185127,0.0054732645991241325,0.0034970455879539454,0.00506190668880814,0.0036764044987232843,0.0020811134436596
0.531108179419525,0.005203583485208667,0.005440397773345396,0.003467971088226602,0.0050012294719858595,0.00361193495584961,0.0020558312699836493
0.5336015831134565,0.00513075887511323,0.0054071795301439685,0.003438585719240724,0.00493990348453707,0.0035467760941852713,0.0020302787752133206
0.5360949868073879,0.005057151427382258,0.005373604203108789,0.003408884468401911,0.004877918265395199,0.0034809167988470342,0.0020044516005708743
0.5385883905013192,0.004982748450981027,0.0053396660033468235,0.0033788622147663265,0.00481526312737311,0.0034143457146985643,0.0019783452930616703
0.5410817941952507,0.004907536979062066,0.005305359016155718,0.0033485137260972717,0.0047519271510203,0.0033470512398237045,0.0019519553029146664
0.5435751978891821,0.004831503761431474,0.005270677197587378,0.0033178336558252787,0.004687899178278749,0.003279021518785806,0.0019252769809390202
0.5460686015831134,0.004754635256766926,0.005235614370898286,0.0032868165399080047,0.004623167805929656,0.003210244435664895,0.0018983055757935646
