p_t,NB_calculate_all,NB_calculate_none,NB_None,NB_ClassWeight,NB_B-SMOTE,NB_SMOTE,NB_ADASYN,NB_RUS
0.05237467018469657,-0.003593823331434036,0.0,0.027317163333192514,0.02042233539484788,0.012998982919042945,0.011580863552215305,0.009899581741914791,-0.0009875806795927866
0.054868073878627965,-0.006241458520915497,0.0,0.026940221779531218,0.01939370881147383,0.011839969463759648,0.010044699005989893,0.008451535684197473,-0.003076308923688563
0.05736147757255936,-0.008903100401624967,0.0,0.026669184376641446,0.01875421885377759,0.010680159838993696,0.008943606165487894,0.00704294674896612,-0.005131328130110656
0.059854881266490766,-0.01157886041700331,0.0,0.026310208937917374,0.017971920453520716,0.009465147293452221,0.007551597386246479,0.00550530769498956,-0.007201417897893046
0.06234828496042216,-0.014268851195893113,0.0,0.02619847594908909,0.0171711456801099,0.008144411377125807,0.006158145006712475,0.00420536309609796,-0.009172843722820088
0.06484168865435357,-0.016973186568341785,0.0,0.025902666129225475,0.016627568968835355,0.007186571250515382,0.004826276371976031,0.0029038565283691434,-0.011136860427621124
0.06733509234828496,-0.01969198158165817,0.0,0.025909371516514526,0.01608916647523374,0.006017456857340633,0.0037470555298874594,0.0017419044158847527,-0.013112285064016363
0.06982849604221636,-0.022425352516727524,0.0,0.025398483025393902,0.015568298539164218,0.004642587820911648,0.0030457015127235143,0.0010324847216437658,-0.014960707494531017
0.07232189973614776,-0.02517341690458926,0.0,0.025440309718561115,0.014966299794329986,0.003786576060200303,0.0018624873117549859,-0.00026607690090311303,-0.016862453081652032
0.07481530343007917,-0.027936293543283204,0.0,0.025413191451069815,0.014366188610386875,0.0025616747938528722,0.0006961509793449033,-0.00148525833474112,-0.01885751633256711
0.07730870712401056,-0.03071410251496865,0.0,0.02529990808539611,0.01356051232746465,0.0014528044592746273,-0.0003495984968610519,-0.002713762337366206,-0.02073192787260695
0.07980211081794196,-0.03350696520332192,0.0,0.02466459242954388,0.012376942606003347,0.0004183929386365956,-0.00144323168741603,-0.003746982583195453,-0.022385702651927374
0.08229551451187335,-0.03631500431121743,0.0,0.02438574446439282,0.011666834694197395,-0.0005095854239959632,-0.002875941646321753,-0.004721877536320591,-0.02408014076836621
0.08478891820580475,-0.039138343878697864,0.0,0.024145982220215013,0.01054217864861557,-0.0012502635907698095,-0.0038566325175187766,-0.005750334770050158,-0.025968241900463075
0.08728232189973616,-0.04197710930123883,0.0,0.02390521449294712,0.009836947710567305,-0.0020347975980538405,-0.004793394088263479,-0.006931684082379694,-0.027589580074063612
0.08977572559366755,-0.04483142734831374,0.0,0.023528962547354575,0.00928902759601423,-0.002994024570408295,-0.0057954670254754745,-0.008083284086774542,-0.029397564488738218
0.09226912928759895,-0.04770142618226474,0.0,0.022969624820201057,0.009215566726411918,-0.0041044469699742375,-0.006710387554023395,-0.009275078986067706,-0.03109819626422093
0.09476253298153034,-0.05058723537748528,0.0,0.022082143546747868,0.008422738896400675,-0.005012002290734459,-0.007755992870527008,-0.010360152205323797,-0.03274245018897306
0.09725593667546174,-0.05348898593992089,0.0,0.022013781373477145,0.007670411379930318,-0.005713773175019879,-0.00900301440688249,-0.011434817273313629,-0.03437474396196984
0.09974934036939315,-0.056406810326893826,0.0,0.02168584985422705,0.0072069366579977645,-0.006566567991456253,-0.00997851376758313,-0.012460808163970903,-0.035984112225488175
0.10224274406332454,-0.05934084246725801,0.0,0.02111610461235065,0.006683921800584969,-0.0073914229096318645,-0.010581558830862037,-0.013445814455384696,-0.03768989237552081
0.10473614775725594,-0.06229121778189103,0.0,0.02101763260361401,0.0061205344003107676,-0.00821088881614606,-0.011403339165404897,-0.01453525531607306,-0.0390328042944799
0.10722955145118734,-0.06525807320452931,0.0,0.020625008047624342,0.005448831177612114,-0.008820527458918176,-0.012266963981456373,-0.01544360969347812,-0.040389483292972914
0.10972295514511873,-0.06824154720295345,0.0,0.02026344792595573,0.004880075944288985,-0.009534026243095253,-0.013153635658745486,-0.016716772196617366,-0.04190348970668597
0.11221635883905014,-0.07124177980053062,0.0,0.020171189776546933,0.004194183561907011,-0.010035927231786097,-0.014220619204127358,-0.01763793780756165,-0.04334259108565628
0.11470976253298154,-0.07425891259812098,0.0,0.01991837554230642,0.003511050321500543,-0.01085977971395672,-0.014960289725712346,-0.018573453278445916,-0.04483021333299224
0.11720316622691293,-0.07729308879635524,0.0,0.01998573966266209,0.0032190990723827834,-0.011480009631749569,-0.01574687093399329,-0.01956933422205792,-0.046331621126498336
0.11969656992084433,-0.08034445321829106,0.0,0.019906509485652372,0.0024902894301544604,-0.01239707177509957,-0.01650807285654802,-0.020443566031280475,-0.04750791468279702
0.12218997361477572,-0.08341315233245525,0.0,0.019992360468613433,0.0018302311358726064,-0.01302678670057325,-0.017486261932414364,-0.02142113660808659,-0.04903501184448692
0.12468337730870713,-0.0864993342762801,0.0,0.019759137160825932,0.001379346566668077,-0.013599122994533766,-0.018305929569729207,-0.02221496682251213,-0.05084440379474983
0.12717678100263852,-0.08960314887994114,0.0,0.01948551709261115,0.0009005916954510987,-0.01404314656020448,-0.01902014702144185,-0.023290589836409782,-0.05239840718641413
0.1296701846965699,-0.09272474769060504,0.0,0.01931179593255532,0.00046950427486710383,-0.014588605926237862,-0.019509219109294304,-0.024081493205444615,-0.05388361969976062
0.13216358839050132,-0.09586428399709507,0.0,0.01932190254320735,-0.00046252156979233183,-0.015014853334133917,-0.020161782624135864,-0.025176720586440236,-0.05503317117658273
0.13465699208443271,-0.0990219128549831,0.0,0.018890295556417504,-0.0007243591023118057,-0.01568445493744436,-0.02081132278555458,-0.026580522160128434,-0.056431854401054575
0.13715039577836413,-0.10219779111211713,0.0,0.018541695170445766,-0.0009465836049981705,-0.016401324638633315,-0.02176191746716427,-0.02686121670663799,-0.05754554918749188
0.13964379947229552,-0.10539207743459186,0.0,0.018443451173965723,-0.0014581892057691712,-0.017060642739031025,-0.022220771806306452,-0.02753751314524145,-0.058914170495529876
0.1421372031662269,-0.108604932333173,0.0,0.01842019803463644,-0.0020844884126823768,-0.017938450934145533,-0.022871219060560458,-0.028312524247274505,-0.05998976473955466
0.14463060686015833,-0.11183651819018323,0.0,0.017940405007082307,-0.002702693463338443,-0.018518875251123668,-0.0239508087677884,-0.029293942558308854,-0.06082335859616988
0.14712401055408972,-0.11508699928685973,0.0,0.017689797678824625,-0.0032140955612411856,-0.019020452987459836,-0.025040309315513473,-0.03025948444123376,-0.061892833048352726
0.1496174142480211,-0.11835654183119357,0.0,0.01710680562905149,-0.003757735251346782,-0.01969649935192421,-0.025575943329283785,-0.030741409438272735,-0.06281773738794513
0.1521108179419525,-0.12164531398625963,0.0,0.017148230337374466,-0.004253821336016803,-0.02041771822523996,-0.026339166686484915,-0.0314855414778964,-0.06392769410370036
0.15460422163588391,-0.1249534858990482,0.0,0.016930748036135992,-0.004863892600741174,-0.02114649817324501,-0.02708243504930389,-0.03222613271326797,-0.0648663763605272
0.1570976253298153,-0.1282812297298082,0.0,0.016879405668962386,-0.005129839650128996,-0.02184976367701176,-0.027422010018418853,-0.03285208878507807,-0.06577149758235848
0.1595910290237467,-0.13162871968191303,0.0,0.01667014163026111,-0.0055077369668055445,-0.022572822657318026,-0.028353780278525684,-0.032859340535734825,-0.06670659708493004
0.1620844327176781,-0.13499613203225916,0.0,0.016668072926657715,-0.006068296500824764,-0.023262503089808206,-0.029096670710758013,-0.033171780689440114,-0.06752321073517328
0.1645778364116095,-0.13838364516220936,0.0,0.016535872604436324,-0.006557280738713346,-0.0234759976026004,-0.02980319133028958,-0.03379881308546992,-0.06854739314645958
0.1670712401055409,-0.1417914395890919,0.0,0.016518963538018745,-0.00706028186887845,-0.024311409428449456,-0.030651823485271693,-0.03429273679659719,-0.06970217103919496
0.1695646437994723,-0.14521969799826692,0.0,0.016242480129046687,-0.007799823016747913,-0.023557590518706144,-0.03177646577905213,-0.03519273366208055,-0.07090191710873969
0.1720580474934037,-0.14866860527577214,0.0,0.016214122338754335,-0.008207000033668282,-0.024297373235752567,-0.03234018148787766,-0.035641176227669796,-0.07150071773999316
0.1745514511873351,-0.15213834854156064,0.0,0.016259388944332036,-0.00872765198731134,-0.024675684086901628,-0.03302307636501977,-0.03642001104380048,-0.07261566735478672
0.1770448548812665,-0.15562911718334255,0.0,0.016261468545829418,-0.009113616476220637,-0.02537070188657338,-0.033558686375734746,-0.037329224778540296,-0.07377438550236984
0.1795382585751979,-0.15914110289104383,0.0,0.016193403080391983,-0.00963270702599281,-0.025933716969039164,-0.03416224281696759,-0.038239860199620286,-0.07500143191128333
0.18203166226912929,-0.16267449969189554,0.0,0.0160391689913966,-0.010055545265084564,-0.02665764703791816,-0.03467485490954001,-0.03870272486257908,-0.07586360807811307
0.18452506596306067,-0.1662295039861664,0.0,0.016226996459289385,-0.010582062540635359,-0.027460370615227943,-0.035244742345921044,-0.039483329307971944,-0.07675950923913794
0.1870184696569921,-0.1698063145835536,0.0,0.015916554832350938,-0.011203235212601775,-0.02825427093811589,-0.03598758259412514,-0.040317175173125226,-0.07813245818701965
0.18951187335092348,-0.17340513274024427,0.0,0.01581588547650713,-0.011819266732736776,-0.028665191756823596,-0.03644710985000636,-0.04109651956565333,-0.07886708654878503
0.19200527704485487,-0.17702616219666437,0.0,0.015786546742236045,-0.012184910130081689,-0.028978707130379394,-0.03691951422713316,-0.0420477079647335,-0.07989120975607798
0.1944986807387863,-0.18066960921592787,0.0,0.015701165616183926,-0.012517792505606098,-0.029986943665157376,-0.03769456096116754,-0.04293610117364155,-0.08057061874867248
0.19699208443271768,-0.18433568262300234,0.0,0.015703997336956557,-0.012891715890072812,-0.03054069696696471,-0.03843232846606041,-0.04378651621881176,-0.08141397862749167
0.19948548812664907,-0.18802459384460696,0.0,0.015569297144700785,-0.01333708228180553,-0.03088707230986458,-0.038901710981779185,-0.044960567232100825,-0.0822570095719922
0.2019788918205805,-0.19173655694985794,0.0,0.015637199832030647,-0.0140548548722709,-0.03143941984624447,-0.039323968555319076,-0.045311063043415284,-0.08355454583919061
0.20447229551451188,-0.1954717886916785,0.0,0.015482840598907626,-0.014652787977266081,-0.031861396864650254,-0.039871446568165485,-0.04601252921146047,-0.08417670129688776
0.20696569920844327,-0.1992305085489903,0.0,0.015358869330663445,-0.01516461070069472,-0.03232829869526681,-0.04069719789159144,-0.046643710166243385,-0.08462412073586945
0.20945910290237468,-0.20301293876970294,0.0,0.015095195789624326,-0.015718566004020114,-0.032574055350713685,-0.041273328262679376,-0.04654863252604029,-0.0855943111454411
0.21195250659630607,-0.2068193044145195,0.0,0.014780910445091871,-0.016383818253453156,-0.033213539835358845,-0.04210449907784065,-0.04702098397471882,-0.08643092849838378
0.21444591029023746,-0.21064983340157706,0.0,0.014601953654297367,-0.01692097389214693,-0.034025686497023463,-0.04225444643544639,-0.04759806539799666,-0.08742936640508465
0.21693931398416888,-0.2145047565519393,0.0,0.014621671078933609,-0.017441901208334776,-0.03467707887760725,-0.04302802266514619,-0.04777632831748654,-0.08815085141100164
0.21943271767810027,-0.218384307635961,0.0,0.014286751665095639,-0.01761319677264158,-0.03546187368655451,-0.04369771847498457,-0.04852419111629249,-0.08946081189620939
0.22192612137203166,-0.222288723420545,0.0,0.014258205420070258,-0.018170937756626343,-0.0362692960486569,-0.04449882314108144,-0.048956501857677075,-0.0906136033615707
0.22441952506596308,-0.22621824371730953,0.0,0.013927169085097418,-0.018190042077334996,-0.036956163012197354,-0.0453274162475731,-0.04969280661159129,-0.09157528539624793
0.22691292875989447,-0.23017311143168784,0.0,0.013723777427285092,-0.018764446987301182,-0.03722637731132673,-0.04627740051370465,-0.050197496339969054,-0.09209318584084333
0.22940633245382586,-0.2341535726129822,0.0,0.013474456470804834,-0.019089096621698956,-0.03802521769165363,-0.04676284778427669,-0.050754017146813574,-0.0927493283368021
0.23189973614775725,-0.23815987650539155,0.0,0.013406147517313484,-0.019371837105478636,-0.03866046359503027,-0.0474249969294024,-0.05064114478222208,-0.09348285233103895
0.23439313984168866,-0.2421922756000363,0.0,0.0133501802167105,-0.019972505867173695,-0.03938597996875347,-0.047985594109683796,-0.051045789778969564,-0.09371458369684607
0.23688654353562005,-0.24625102568800405,0.0,0.013070464707762339,-0.020342733299793872,-0.0403952766697401,-0.04874391906068258,-0.05122533005898397,-0.0944677752874073
0.23937994722955144,-0.2503363859144377,0.0,0.012791119341889798,-0.01983117168495689,-0.041018800255511405,-0.049214799573079976,-0.051946799345602826,-0.09278006500979703
0.24187335092348286,-0.25444861883369135,0.0,0.012731457774817694,-0.02035855067919022,-0.04117614932380338,-0.0492078000386969,-0.05238482332655361,-0.09360444543569138
0.24436675461741425,-0.2585879904655779,0.0,0.012678441638844476,-0.020696740768146725,-0.04146659067234557,-0.049576837222669985,-0.052904106019903564,-0.09429706519436434
0.24686015831134564,-0.2627547703527345,0.0,0.012662546003823015,-0.021250512549420814,-0.04194665830340112,-0.049999133188479504,-0.05356003260216316,-0.09504324510113304
0.24935356200527706,-0.26694923161913053,0.0,0.012685257431111922,-0.021763681080953806,-0.042484979853226926,-0.05037063322367379,-0.054353192725077534,-0.09528778135097626
0.25184696569920845,-0.27117165102974616,0.0,0.012634918381685237,-0.022043845080315747,-0.043014579274851465,-0.050575438620341556,-0.055028765805503796,-0.09576325120429566
0.2543403693931398,-0.2754223090514482,0.0,0.012546769941503836,-0.022545084669663915,-0.04376281455100074,-0.051064159038844203,-0.05572987032954935,-0.09659378495758439
0.2568337730870712,-0.279701489915091,0.0,0.01253960440015401,-0.022962849786020777,-0.044278059132874054,-0.051659165249193534,-0.05646535476920414,-0.09741070364901075
0.25932717678100264,-0.2840094816788719,0.0,0.01253127289503808,-0.02401237441692263,-0.04550832300686871,-0.05236380800761914,-0.057346519959800724,-0.09774194462908325
0.26182058047493406,-0.28834657629297117,0.0,0.01252439912422779,-0.02434478779689156,-0.04593187956291241,-0.05221437017315579,-0.05815072738480978,-0.09891311196956035
0.2643139841688654,-0.2927130696655053,0.0,0.012214364218032042,-0.024590580155574568,-0.04610383756867268,-0.052242035647527225,-0.05850841699272451,-0.099521355364324
0.26680738786279684,-0.29710926172982777,0.0,0.012209414600151486,-0.02521536081893535,-0.04676899250694749,-0.051969570850101086,-0.059493174194549935,-0.10019166375729358
0.26930079155672826,-0.30153545651320546,0.0,0.011899247992996138,-0.0259304306585769,-0.04736600249010271,-0.052688350404027674,-0.059992491445850844,-0.10072047183714783
0.2717941952506596,-0.30599196220690794,0.0,0.011742373557633334,-0.02632538265041174,-0.04786082924908656,-0.053037539654521744,-0.060647944243557635,-0.10118652107536943
0.27428759894459104,-0.3104790912377412,0.0,0.011585961170984456,-0.026743470256800565,-0.04872637116004626,-0.053274021522528414,-0.0615354666017367,-0.10191183091436427
0.27678100263852246,-0.31499716034106,0.0,0.01138713046617993,-0.02717176674209111,-0.04922155897194046,-0.05410903472691117,-0.061706614581996166,-0.10272133027841741
0.2792744063324538,-0.3195464906352969,0.0,0.010963584617061775,-0.027708881314899937,-0.049777954471793354,-0.054621468342584904,-0.062119314964607375,-0.10338755894739655
0.28176781002638523,-0.32412740769804393,0.0,0.011027312491471479,-0.02799878267844695,-0.049930116146288096,-0.054966658928048646,-0.06256328106821447,-0.10434513302154151
0.28426121372031665,-0.32874024164372306,0.0,0.010829922853518529,-0.028684248276392654,-0.050197332759807575,-0.05581201792227285,-0.06350810378484462,-0.10536131689995384
0.286754617414248,-0.33338532720288744,0.0,0.011104408155999251,-0.028646626824339806,-0.050742589853829956,-0.05586683524906451,-0.06438390862750909,-0.10571469058568167
0.28924802110817943,-0.3380630038031909,0.0,0.011001434126384078,-0.028273765262942237,-0.05150635269109292,-0.05683529178076066,-0.06503076767880561,-0.10636381883208659
0.2917414248021108,-0.3427736156520677,0.0,0.010966001434741815,-0.028201659456026762,-0.051578752843305035,-0.05755372396086457,-0.06442487019620854,-0.10681237194889226
0.2942348284960422,-0.3475175118211658,0.0,0.010977827088952244,-0.028460434201888547,-0.05202660442334149,-0.05769924162103386,-0.06412787072423629,-0.10742720887334367
0.29672823218997363,-0.35229504633257497,0.0,0.010973828099499209,-0.029117940726013397,-0.05213316475482734,-0.05830783124897819,-0.06474496273224178,-0.10821486575464451
0.299221635883905,-0.3571065782468967,0.0,0.010942304732279556,-0.029300063474777746,-0.05301837702107568,-0.05887969974876651,-0.0656714537133285,-0.10894273784893163
0.3017150395778364,-0.36195247175320056,0.0,0.010750881364162287,-0.02947388375147339,-0.053679843044309006,-0.05994224758171593,-0.06603316813568458,-0.10951214881456298
0.3042084432717678,-0.36683309626091476,0.0,0.010656874836819808,-0.029933269293425824,-0.05393039797647513,-0.06038912525780461,-0.06618383489197496,-0.10999491727250368
0.3067018469656992,-0.37174882649369967,0.0,0.010676667549842755,-0.030255320226163125,-0.054020336750062556,-0.06097584316648583,-0.06700863754405446,-0.11092364752771991
0.3091952506596306,-0.3767000425853543,0.0,0.010536008190179965,-0.030319211765969835,-0.05399443544180044,-0.06070444713798538,-0.0677677852790094,-0.11233115990721358
0.311688654353562,-0.3816871301778071,0.0,0.01045726779458804,-0.030003992089566438,-0.05435643002450666,-0.06152388801001482,-0.06852431448696726,-0.11273842464558091
0.3141820580474934,-0.38671048052124474,0.0,0.010377954851731831,-0.030593398166307247,-0.05470964950540201,-0.06215701896907044,-0.06913357933000275,-0.11302316631262845
0.3166754617414248,-0.39177049057643265,0.0,0.010186005720680782,-0.030717272073017964,-0.0550539978252787,-0.06252121249799103,-0.07014965513605612,-0.11433227045701719
0.3191688654353562,-0.39686756311928434,0.0,0.010039009176488544,-0.031042330862154875,-0.05542434726987139,-0.06365799223707547,-0.07047670088640212,-0.11469472238020795
0.3216622691292876,-0.40200210684773635,0.0,0.009735640838548481,-0.031374756940238925,-0.05601029304661616,-0.06436070093824481,-0.07121641628446396,-0.11540047428395517
0.324155672823219,-0.4071745364909896,0.0,0.009709548618139592,-0.03168893011393572,-0.056485628522105494,-0.06517321057024347,-0.07211455993044616,-0.1156103548511343
0.3266490765171504,-0.41238527292117766,0.0,0.009623058667479754,-0.03183571054210476,-0.05717279598251483,-0.06533445437543647,-0.0727994425936048,-0.11585459027749481
0.3291424802110818,-0.4176347432675248,0.0,0.009545123794893477,-0.031809483364097786,-0.057804262003065515,-0.06547397230116082,-0.0732557399726313,-0.11656669376940024
0.3316358839050132,-0.42292338103306043,0.0,0.009297240705183497,-0.03221873103825653,-0.058433750854508804,-0.06576294274385353,-0.07348134721389651,-0.11660102094968136
0.3341292875989446,-0.4282516262139542,0.0,0.009220019760532862,-0.032675488711393544,-0.05900501071606219,-0.06643173951824968,-0.07374641094706204,-0.11711229918267675
0.336622691292876,-0.4336199254215438,0.0,0.009255942606372318,-0.032503457457116476,-0.05996768476077841,-0.06664222518648982,-0.07456439891162706,-0.11794835901331895
0.3391160949868074,-0.43902873200712467,0.0,0.009236328161611719,-0.03260450146961922,-0.060646302728536106,-0.06683992480624779,-0.07485882157831096,-0.11854047234056281
0.3416094986807388,-0.4444785061895745,0.0,0.009163498107055338,-0.0331536556318887,-0.06056995847846125,-0.06690418416924131,-0.07526068776219956,-0.11883189791698578
0.34410290237467017,-0.44996971518589024,0.0,0.009145939031502796,-0.03370483706041546,-0.061117148970839676,-0.06683813125454573,-0.075770406894777,-0.11951490798745643
0.3465963060686016,-0.45550283334471214,0.0,0.009782947166477906,-0.034248270052079616,-0.0614867550030875,-0.06728175564057107,-0.07597569555030687,-0.11952621179614628
0.349089709762533,-0.4610783422829183,0.0,0.009722105345168734,-0.03424726248099835,-0.062313395368256475,-0.06801638867077811,-0.07562622649553498,-0.1196213289757833
0.35158311345646437,-0.4666967310253694,0.0,0.009602621526962393,-0.034796493322383715,-0.06230606550716736,-0.06826197759946889,-0.07578817485783648,-0.12019287547655734
0.3540765171503958,-0.4723584961478913,0.0,0.009596002877948089,-0.03502944023056397,-0.06271309290700378,-0.06892387643103567,-0.07585018751512093,-0.1209142200841144
0.3565699208443272,-0.4780641419235813,0.0,0.009428185551350032,-0.03539097739358061,-0.0631636800814099,-0.06945715412393007,-0.07633519581577969,-0.1212728677273037
0.35906332453825857,-0.4838141804725296,0.0,0.009423888324566905,-0.03575009632233434,-0.06379476801971734,-0.0702478477617306,-0.07743604813761304,-0.121726310368243
0.36155672823219,-0.48960913191504957,0.0,0.009371834623489728,-0.035408717518111595,-0.06467586942804587,-0.07115152318651695,-0.07834811936171542,-0.12211369020541776
0.36405013192612135,-0.4954495245285116,0.0,0.00914580411213483,-0.035915312195491836,-0.06525410837130063,-0.07173539712617061,-0.0788248827669033,-0.12258059634467709
0.36654353562005276,-0.5013358949078829,0.0,0.009209596352986179,-0.035934477092724654,-0.06595952402538464,-0.07237812257710004,-0.07963399619818942,-0.12339966313335571
0.3690369393139842,-0.507268788130071,0.0,0.009144584090742335,-0.036337291292761364,-0.06568210127047529,-0.0731092204922011,-0.0803122249671766,-0.12396169625140335
0.37153034300791554,-0.5132487579221819,0.0,0.009211545145238382,-0.036764236950681525,-0.06631122915276044,-0.07345574645961458,-0.08094696934555501,-0.12448146825371659
0.37402374670184696,-0.5192763668337985,0.0,0.00921387023396722,-0.03696154210972458,-0.06635977712898643,-0.07374386185421344,-0.08112654848959586,-0.12420821236274363
0.3765171503957784,-0.525352186413392,0.0,0.009172723518656533,-0.03728859662816851,-0.06724850825696393,-0.07370487189229291,-0.08210258328523198,-0.12496213380760049
0.37901055408970974,-0.5314767973889847,0.0,0.00888510390966369,-0.037270916577274216,-0.06766293022106347,-0.07358097885090206,-0.08243989850593436,-0.12506835306947023
0.38150395778364116,-0.5376507898531826,0.0,0.00889020683474543,-0.03772699422112655,-0.06751870011496482,-0.07392275916469268,-0.08260777207875403,-0.1257301751380116
0.3839973614775726,-0.5438747634526997,0.0,0.008602290308431291,-0.03832284173486289,-0.06739917785842875,-0.07397700783231917,-0.08364293243517076,-0.1259782767327404
0.38649076517150394,-0.5501493275825069,0.0,0.008537969926754228,-0.03870993336856146,-0.06829022693921714,-0.07455273628568496,-0.08343950478698767,-0.1265444274232556
0.38898416886543535,-0.5564751015847329,0.0,0.008503742883213594,-0.03828027703611865,-0.06867176579532332,-0.07479703255913298,-0.08328654900694885,-0.12645761081147153
0.39147757255936677,-0.5628527149524543,0.0,0.008103696940034443,-0.03843848742573716,-0.06904724830178396,-0.07517557145179071,-0.0834744201241069,-0.1270428254002207
0.39397097625329813,-0.569282807538518,0.0,0.008112144449152866,-0.03855698653487844,-0.06964071445187725,-0.07565913968253461,-0.08419914487956517,-0.12694952923413602
0.39646437994722955,-0.5757660297695398,0.0,0.00789747290194638,-0.0388486658950969,-0.07048397027944917,-0.07580270291359362,-0.08414604404061507,-0.12690314805874148
0.39895778364116097,-0.5823030428652277,0.0,0.007907924183681749,-0.03928594903792306,-0.07051045241289663,-0.07641840373099626,-0.08429891064166908,-0.1273886515108317
0.40145118733509233,-0.5888945190631893,0.0,0.007807338772483473,-0.03979829870380961,-0.07040922651317466,-0.0770667978522526,-0.08511546626882882,-0.12714765106307052
0.40394459102902375,-0.5955411418493816,0.0,0.00774390334822501,-0.039968534450272444,-0.07082003179581159,-0.0766499021501355,-0.08578134666687687,-0.12782114562839436
0.40643799472295516,-0.6022436061943658,0.0,0.007609281442852651,-0.04040238160971135,-0.07110905079275412,-0.07636319468398546,-0.08609696357991907,-0.12837172347747025
0.4089313984168865,-0.6090026187955472,0.0,0.007511835792756281,-0.04094816479970739,-0.07134522111756278,-0.07686590570865376,-0.08659911266707472,-0.1292975639667947
0.41142480211081794,-0.6158188983255684,0.0,0.007449190593823603,-0.04114677728580214,-0.07192612514052257,-0.0771720448345233,-0.08725268233915316,-0.1292452172594899
0.41391820580474936,-0.6226931756870435,0.0,0.007465152490095186,-0.041689883205569864,-0.07112509134220898,-0.0771537401938763,-0.08733689882196613,-0.1299156738311918
0.4164116094986807,-0.6296261942738245,0.0,0.007402251296365701,-0.04178520051511333,-0.07152568743282281,-0.0780004433252735,-0.08797813966237647,-0.1305765388844456
0.41890501319261214,-0.6366187102389925,0.0,0.007388314794380888,-0.04212940524992572,-0.07172630490654838,-0.0779619757864895,-0.08848690485939,-0.13119641251144298
0.42139841688654356,-0.6436714927697776,0.0,0.0073259890385415005,-0.042369414605004846,-0.0723869783169468,-0.07802074720627156,-0.08877407506344742,-0.1313184359147413
0.4238918205804749,-0.6507853243696192,0.0,0.007151066415963066,-0.042459167200501705,-0.07302043512430553,-0.07858881591612238,-0.08890557690422426,-0.13189358131239076
0.42638522427440634,-0.657961001147583,0.0,0.007254245912637719,-0.04245861093391316,-0.07347520532168407,-0.07915013296375364,-0.08880345817095153,-0.13309581018821107
