Fold,Strategy,Calibration,F2,F2_tuned,Threshold,AvgPrecision,ROC-AUC,Brier,ECE,SpearmanVsRaw,nUniqueProb
10,ADASYN,isotonic,0.19002375296912113,,,0.30287276559535176,0.8080476603746294,0.04497238023419731,0.012926650124890603,0.9582924057237154,74
10,RUS,raw,0.4093198992443325,0.4292929292929293,0.69,0.3454315455698818,0.8149363564041369,0.1425530607856844,0.265940067356741,1.0,1450
10,RUS,sigmoid,0.0,,,0.3454315455698818,0.8149363564041369,0.04469086978778465,0.02118035859246162,1.0,1450
10,RUS,isotonic,0.25,,,0.32981317990022674,0.8127184735179962,0.04418701711770904,0.016364573714336455,0.9938037503678314,72
11,None,raw,0.3482587064676617,0.5434782608695652,0.13,0.501504051075703,0.8966827254870733,0.034268347251240124,0.013031694787524055,1.0,1474
11,None,sigmoid,0.35802469135802467,,,0.501504051075703,0.8966827254870733,0.03541225769204795,0.014900314231138755,1.0,1474
11,None,isotonic,0.35802469135802467,,,0.48545188225970837,0.896795535382492,0.034836327811907104,0.009231980333747645,0.9803116381780281,53
11,ClassWeight,raw,0.49,0.5169491525423728,0.27999999999999997,0.4827737835072008,0.8927277432712216,0.05271154492305711,0.0602496781060712,1.0,1470
11,ClassWeight,sigmoid,0.32019704433497537,,,0.4827737835072008,0.8927277432712216,0.03707057820067005,0.009215826728303718,1.0,1470
11,ClassWeight,isotonic,0.2904040404040404,,,0.4508735622872374,0.8894396666135798,0.03652403387732331,0.01180128977086521,0.9773930991525485,71
11,B-SMOTE,raw,0.5350877192982456,0.5350877192982456,0.49999999999999994,0.4443324735719956,0.8685698359611403,0.08014131338350478,0.14379064876929515,1.0,1454
11,B-SMOTE,sigmoid,0.06756756756756757,,,0.4443324735719956,0.8685698359611403,0.03773918525277831,0.012851409481470209,1.0,1454
11,B-SMOTE,isotonic,0.14360313315926893,,,0.43716916312277837,0.8700131390348781,0.037482096806043176,0.021312166101197405,0.990049021969962,84
