Fold,Strategy,Calibration,F2,F2_tuned,Threshold,AvgPrecision,ROC-AUC,Brier,ECE,SpearmanVsRaw,nUniqueProb
11,SMOTE,raw,0.4662379421221865,0.4863481228668942,0.5299999999999999,0.4467397492237383,0.8637090566438392,0.09023581265725258,0.17157820761033177,1.0,1456
11,SMOTE,sigmoid,0.12,,,0.4467397492237383,0.8637090566438392,0.03812962713249746,0.010950761030369988,1.0,1456
11,SMOTE,isotonic,0.20671834625322996,,,0.41201094028227514,0.8638583638583639,0.03783427404782325,0.010115341544865656,0.9875967669201366,51
11,ADASYN,raw,0.5072463768115942,0.4848966613672496,0.38999999999999996,0.4367368773893596,0.8683475341084037,0.07333776317341811,0.12731310347991803,1.0,1465
11,ADASYN,sigmoid,0.15789473684210525,,,0.4367368773893596,0.8683475341084037,0.03864144749792584,0.009431150636896354,0.9999999999999999,1465
11,ADASYN,isotonic,0.23136246786632392,,,0.41152224317280445,0.8744624940277115,0.0377729486802109,0.006445581493654,0.9921709619675912,57
11,RUS,raw,0.4691358024691358,0.4846153846153846,0.62,0.3820052677875384,0.8871469713861019,0.15829945837134315,0.29961529262385234,1.0,1468
11,RUS,sigmoid,0.0,,,0.3820052677875384,0.8871469713861019,0.03995826333431036,0.013328007134193532,1.0,1468
11,RUS,isotonic,0.06666666666666667,,,0.34885911261742364,0.8852922439878962,0.03970014390802858,0.011002147908369961,0.9940074028617607,76
12,None,raw,0.2807486631016043,0.5268595041322314,0.13,0.4472800799359276,0.883632041928942,0.03302543566409335,0.006791041013392463,1.0,1475
12,None,sigmoid,0.2807486631016043,,,0.4472800799359276,0.883632041928942,0.0339409697423314,0.011343630892973121,1.0,1475
12,None,isotonic,0.23097826086956522,,,0.41198571482629265,0.8793094366456845,0.033235742717250036,0.007857848151781057,0.9912133194222337,68
12,ClassWeight,raw,0.4665314401622718,0.4695222405271829,0.31999999999999995,0.4207035131057527,0.8755596670968422,0.058464529564466954,0.09284604531481508,1.0,1477
12,ClassWeight,sigmoid,0.36175710594315247,,,0.4207035131057527,0.8755596670968422,0.03450140564752421,0.010156947305746011,1.0,1477
12,ClassWeight,isotonic,0.2185792349726776,,,0.395229782887294,0.8752831257078143,0.03422404063403791,0.00785773582645887,0.9842915209323903,68
12,B-SMOTE,raw,0.5008488964346349,0.5019685039370079,0.62,0.4010503177909669,0.8826443941109854,0.0998198669920204,0.20157622448601167,1.0,1371
12,B-SMOTE,sigmoid,0.0,,,0.4010503177909669,0.8826443941109854,0.034990389359427075,0.010532527798308364,0.9999999999999998,1371
12,B-SMOTE,isotonic,0.25132275132275134,,,0.380280199835504,0.8856534277963602,0.03482160458191581,0.00973084591606684,0.9879164678414332,64
12,SMOTE,raw,0.45454545454545453,0.4552238805970149,0.5099999999999999,0.4058174589659811,0.8750823039848297,0.11309890628740157,0.22696351501326326,1.0,1321
12,SMOTE,sigmoid,0.08522727272727272,,,0.4058174589659811,0.8750823039848297,0.03487313772917288,0.011169229953665141,1.0,1321
12,SMOTE,isotonic,0.26595744680851063,,,0.3877439789777574,0.8746049408728173,0.03434921955658243,0.0064280957619576124,0.9868567871978381,67
12,ADASYN,raw,0.4423380726698262,0.48214285714285715,0.58,0.37584228196596353,0.8757275672258947,0.1000904369234957,0.19204296275458377,1.0,1442
12,ADASYN,sigmoid,0.0,,,0.37584228196596353,0.8757275672258947,0.035350162930245774,0.012236211443292427,1.0,1442
12,ADASYN,isotonic,0.24,,,0.36216672663754657,0.8723300587321235,0.03485193104562548,0.01120851304835678,0.982828778202318,72
12,RUS,raw,0.4150197628458498,0.4653284671532847,0.6699999999999999,0.3699425467265509,0.8592239721878375,0.14351704848158187,0.28018668596079616,1.0,1466
12,RUS,sigmoid,0.0,,,0.3699425467265509,0.8592239721878375,0.036262427858916854,0.01200469367505091,1.0,1466
12,RUS,isotonic,0.20380434782608695,,,0.363568980135669,0.8575680160130634,0.0350855553997506,0.00809955331092081,0.9864138019767132,56
13,None,raw,0.24390243902439024,0.375,0.10999999999999999,0.3393029781947088,0.8432542180810878,0.042356715395001895,0.015863493439094725,1.0,1413
13,None,sigmoid,0.25547445255474455,,,0.3393029781947088,0.8432542180810878,0.04315982070847335,0.015152728269270194,1.0,1413
13,None,isotonic,0.25547445255474455,,,0.3267060186299887,0.8401976832032233,0.04227672004198178,0.013869493658457797,0.995985127213135,72
13,ClassWeight,raw,0.43681747269890797,0.43681747269890797,0.49999999999999994,0.36236481332344744,0.8553166708637623,0.09760430193154407,0.16485892264905055,1.0,1477
13,ClassWeight,sigmoid,0.0,,,0.36236481332344744,0.8553166708637623,0.04300138622783965,0.017326360882897126,1.0,1477
13,ClassWeight,isotonic,0.10230179028132992,,,0.32033236433082857,0.8515172500629564,0.0422891190823498,0.010046973383216473,0.9945367474417274,65
13,B-SMOTE,raw,0.40955631399317405,0.4616588419405321,0.4499999999999999,0.34087581814070755,0.8462509443465123,0.08539009362323877,0.1338381135618039,1.0,1463
13,B-SMOTE,sigmoid,0.0,,,0.34087581814070755,0.8462509443465123,0.04319058753995313,0.012858472026354187,1.0,1463
13,B-SMOTE,isotonic,0.12626262626262627,,,0.3360991546098045,0.8449068244774616,0.04244631121880378,0.004978188228686451,0.9968243520335378,75
13,SMOTE,raw,0.47655068078668683,0.45702592087312416,0.43999999999999995,0.355752919679682,0.8484418282548476,0.09851681950518941,0.16584879373282985,1.0,1437
13,SMOTE,sigmoid,0.013123359580052493,,,0.355752919679682,0.8484418282548476,0.04311756446949664,0.0101365338816981,1.0,1437
13,SMOTE,isotonic,0.2536231884057971,,,0.3284406905041307,0.8427537144296147,0.042363200217449104,0.008340357787523416,0.9787177078809312,43
13,ADASYN,raw,0.44525547445255476,0.4391371340523883,0.5199999999999999,0.32497085471379633,0.8447525812137999,0.10573302476118303,0.17988018035450154,1.0,1417
13,ADASYN,sigmoid,0.0,,,0.32497085471379633,0.8447525812137999,0.04333826503729918,0.01614435265588605,1.0,1417
13,ADASYN,isotonic,0.08974358974358974,,,0.3065324201025507,0.8464177788970033,0.04304833030350117,0.012382419305538888,0.9963401072523053,74
13,RUS,raw,0.4368932038834951,0.3785211267605634,0.62,0.3050356677662946,0.849908713170486,0.13393371141243168,0.2636238542497664,1.0,1467
13,RUS,sigmoid,0.0,,,0.3050356677662946,0.849908713170486,0.04411355543048543,0.01705747131976257,1.0,1467
13,RUS,isotonic,0.06426735218508997,,,0.28800186785028925,0.8516400151095441,0.04427633916084524,0.01737341034936602,0.9941892866876583,65
14,None,raw,0.25815217391304346,0.4174573055028463,0.09,0.35991900253982767,0.8610227209289343,0.03643552139235309,0.00773635614850668,1.0,1455
14,None,sigmoid,0.28225806451612906,,,0.35991900253982767,0.8610227209289343,0.03753042811326727,0.008321247894873256,0.9999999999999998,1455
14,None,isotonic,0.28225806451612906,,,0.33274205999026674,0.8556006810696143,0.03747130262640645,0.012215337862765322,0.9657731550262187,54
14,ClassWeight,raw,0.4244482173174873,0.39748953974895396,0.6499999999999999,0.3188577376820947,0.8551645453022944,0.09942368077397593,0.19251041836911736,1.0,1458
14,ClassWeight,sigmoid,0.2452316076294278,,,0.3188577376820947,0.8551645453022944,0.038601161720238565,0.01388380839423819,1.0,1458
14,ClassWeight,isotonic,0.30666666666666664,,,0.30597852605368864,0.852607045162731,0.03900010976103898,0.012847217778004077,0.9723299627209331,66
14,B-SMOTE,raw,0.39752650176678445,0.4226475279106858,0.42999999999999994,0.32621324091509674,0.8459463797242226,0.09350293718013572,0.15213087322242433,1.0,1408
14,B-SMOTE,sigmoid,0.16901408450704225,,,0.32621324091509674,0.8459463797242226,0.03934587610272169,0.016029806032440714,1.0,1408
14,B-SMOTE,isotonic,0.2864583333333333,,,0.3161688019081816,0.8423421537430916,0.03833995087623073,0.009308345955614434,0.9851932107194528,64
14,SMOTE,raw,0.4094076655052265,0.4,0.4799999999999999,0.31492793560896437,0.8469303020152961,0.09591821064131598,0.16759228633935225,1.0,1446
14,SMOTE,sigmoid,0.2077562326869806,,,0.31492793560896437,0.8469303020152961,0.0392501562910434,0.01589611428859102,1.0,1446
14,SMOTE,isotonic,0.20604395604395603,,,0.28855426084562635,0.8435772902361414,0.039236557332024954,0.017371689758846252,0.9880554649000615,68
14,ADASYN,raw,0.4166666666666667,0.4207920792079208,0.5099999999999999,0.31484729653534343,0.8518987606766036,0.10376067575604503,0.18181225150490607,1.0,1450
14,ADASYN,sigmoid,0.16806722689075632,,,0.31484729653534343,0.8518987606766036,0.03919587760411991,0.012088509214280896,1.0,1450
14,ADASYN,isotonic,0.2918781725888325,,,0.2836677969964818,0.8479386479093396,0.04067638469040928,0.013921742308130433,0.9867076110741834,67
14,RUS,raw,0.4027777777777778,0.41742286751361163,0.6599999999999999,0.3042791369649833,0.8525756433874838,0.1372338718102295,0.2532917827659146,1.0,1464
14,RUS,sigmoid,0.0,,,0.3042791369649833,0.8525756433874838,0.0383259657830899,0.013747338634479838,1.0,1464
14,RUS,isotonic,0.14124293785310735,,,0.30999113189189254,0.8500355886786134,0.037580642148030946,0.006196850273425187,0.9904687539181062,64
15,None,raw,0.2564102564102564,0.5350877192982456,0.07,0.4697309789680693,0.8859360249401743,0.03218281121218852,0.005502069391082651,1.0,1477
15,None,sigmoid,0.25787965616045844,,,0.4697309789680693,0.8859360249401743,0.033755460428335625,0.013302337837196313,1.0,1477
15,None,isotonic,0.3089887640449438,,,0.4274355560650438,0.8817866473468133,0.03248710198615243,0.006683186923176873,0.9863934868209357,64
15,ClassWeight,raw,0.5417406749555951,0.5327102803738317,0.5299999999999999,0.45619271266112155,0.8846846253485257,0.08323904102253059,0.15438955217363878,1.0,1476
15,ClassWeight,sigmoid,0.2028985507246377,,,0.45619271266112155,0.8846846253485257,0.033632861761790735,0.014941663556310188,1.0,1476
15,ClassWeight,isotonic,0.24079320113314448,,,0.4095294904611447,0.8854530286065555,0.03329137667237419,0.014631699011882352,0.9716697783813563,61
15,B-SMOTE,raw,0.4537205081669691,0.47703180212014135,0.48999999999999994,0.41458329935273125,0.8752149699590916,0.08975274735360088,0.15756981865802097,1.0,1402
15,B-SMOTE,sigmoid,0.0,,,0.41458329935273125,0.8752149699590916,0.03583764391025318,0.013348922163565898,1.0,1402
15,B-SMOTE,isotonic,0.268361581920904,,,0.3820513464319313,0.875588194398706,0.03442066353270622,0.010193237814919523,0.9936881932202681,65
15,SMOTE,raw,0.4753521126760563,0.45540796963946867,0.57,0.4122729745008784,0.878859396840033,0.08716874243225158,0.15892719976367997,1.0,1469
15,SMOTE,sigmoid,0.13432835820895522,,,0.4122729745008784,0.878859396840033,0.034949569567440636,0.011132500431208283,1.0,1469
15,SMOTE,isotonic,0.25139664804469275,,,0.35452527493647124,0.8754930587572358,0.034972874779387986,0.012750137061864661,0.9846939165260017,71
15,ADASYN,raw,0.45385779122541603,0.4552980132450331,0.5599999999999999,0.38845244171183013,0.8715449296362159,0.11763087757125418,0.22608050735608345,1.0,1374
15,ADASYN,sigmoid,0.0,,,0.38845244171183013,0.8715449296362159,0.03561619139517599,0.012071909563242965,1.0,1374
15,ADASYN,isotonic,0.30386740331491713,,,0.35073454994129766,0.8717095874772224,0.03526819108389079,0.006739935041083932,0.9692202152758466,50
15,RUS,raw,0.4489795918367347,0.5094339622641509,0.8099999999999999,0.37523036489722367,0.8875533308451704,0.15325126790033236,0.24983370544523745,1.0,1469
15,RUS,sigmoid,0.0,,,0.37523036489722367,0.8875533308451704,0.0365501891292865,0.012537233724963584,1.0,1469
15,RUS,isotonic,0.14705882352941177,,,0.36868111983987334,0.8875789442871048,0.03453302859411396,0.012841421452404118,0.9916908948319471,80
