composition,n_entries
Ba3MgSb2O9,1
Na6Si2Se7,1
LiAlGeO4,1
Sr3(GaN2)2,1
Pr3Si6N11,1
KNa4GeAs3,1
As2Ir,1
Rb2S5,1
SrSbF5,1
Ba2CdSe3,1
Na5GeAs3,1
K3Ta3Si2O13,1
Tl3PS4,1
Zn3(AsO4)2,1
CaTi4(PO4)6,1
ZrSe3,1
LiCaPO4,1
KC10,1
MgSe2O5,1
RbYTe2,1
Y2HfS5,1
NaSr4(SbO4)3,1
SmSnF7,1
BaPr2O4,1
Ba2TaN3,1
NaYGeO4,1
Rb2Si3SnO9,1
K2Na3TlO4,1
RbAsOF4,1
Zr3Tl2OF12,1
Li2ZnSiO4,1
K3NbSe4,1
NbCuO3,1
Rb2WS4,1
Ba2ZnGe2S6O,1
Pr3CuSnSe7,1
K2Li14Zr3O14,1
K3Nd(PO4)2,1
Be3Cd4Si3TeO12,1
DyPtF7,1
Ba(TbTe2)2,1
BaGd2O4,1
FeSi2,1
Sr3(AlN2)2,1
Si2Os,1
KBaPS4,1
BaN6,1
KO3,1
Pr2TeO2,1
Sn3N4,1
Y2(SO4)3,1
SiS2,1
B,1
Li2CuSb,1
Ba2NaNb5O15,1
Li5AlO4,1
Gd2ReO5,1
SrLi4N2,1
As2O3,1
Tm2MgSe4,1
KYTe2,1
LiYSe2,1
LiErS2,1
LiDyS2,1
LiYS2,1
KSmS2,1
KPrS2,1
Zn(GaTe2)2,1
Zn(GaSe2)2,1
TaAgP4O13,1
SrZn2(AsO4)2,1
Sr3AlO4F,1
MgAg(PO3)3,1
BeCN2,1
LiHoSe2,1
Na2BeB2O5,1
SrLi2Ti6O14,1
PrCuS2,1
Ge3Os2,1
Sr2TmTaO6,1
K3ErSi2O7,1
K3HoSi2O7,1
Dy4Si2S3O7,1
Cs3Cu5O4,1
Gd2Si2O7,1
BaLa2ZnS5,1
CsSm2CuSe4,1
Sr3(BO3)2,1
Gd2TeO2,1
MoSe2,1
Ca2Sb2O7,1
BaCaSi,1
KAgSe,1
SrCu2GeSe4,1
Pr4Si2S3O7,1
Pr2Te2O7,1
RbDy2CuSe4,1
RbSm2CuSe4,1
Rb3P6N11,1
ZnAg2P2O7,1
KLi3Zr2(Si2O5)6,1
Tb2TeO2,1
Tb4(SiS4)3,1
RbCuPdSe5,1
KCuPdSe5,1
Ac2O3,1
NaSn,1
RbCd(NO2)3,1
CaC2(SN)2,1
BaPSe3,1
Yb(MgSb)2,1
NaErPO4F,1
ErSF,1
Rb2PtC2,1
Rb2PdC2,1
Cs2NaYF6,1
Na2MgInF7,1
RbSm2CuS4,1
RbC,1
SrLiBO3,1
NaYPO4F,1
DyBO3,1
ErBO3,1
RbErSe2,1
RbHoSe2,1
RbGdSe2,1
RbSmSe2,1
RbPrSe2,1
Dy4(SiS4)3,1
NaYb(PS3)2,1
SrS3,1
CsNdTe2,1
Na3PS3O,1
Sm(BO2)3,1
Ba3(SiAs2)2,1
Sr3(SiAs2)2,1
BaYSi4N7,1
CF4,1
Hf3N4,1
BaTi(BO3)2,1
LaInO3,1
KTb2CuS4,1
CsYCdSe3,1
LiGaSe2,1
Ho4C7,1
LiF,1
TbF3,1
Y3TaO7,1
BaCaSn,1
Li2MgSiO4,1
Pr(BO2)3,1
SrCeN2,1
BaZnCO3F2,1
Na2MgPO4F,1
Na5CuSO2,1
CsPrCdSe3,1
KNd2CuS4,1
LaTeAs,1
BaAg(PO3)3,1
CoPSe,1
Na2SnTeO6,1
CsCa2Ta3O10,1
SrGeTeO6,1
BaYAgTe3,1
BaYCuTe3,1
Sm3AuO6,1
K2AlF5,1
BaHfN2,1
Ca4PdO6,1
TaCu3S4,1
Ca(BC)2,1
LaCuTeS,1
BaLiF3,1
Na2PtS2,1
Ca2BN2F,1
NaYS2,1
Na2PdS2,1
K2S,1
NaAlTe2,1
K3Sb,1
P2Ir,1
LiYbAlF6,1
Na3Sr3GaP4,1
BaC2,1
Ba2PrSbO6,1
CdSe,1
TaTl3Se4,1
ThSbRh,1
RbSbS2,1
LiPrO2,1
BaLiAs,1
Sr3BPO3,1
Gd3AuO6,1
Mg(C2N3)2,1
RbBSe3,1
SrMg2N2,1
NaLi2N,1
Sr3CdPtO6,1
LiScP2O7,1
BaGaBO3F2,1
Cs2Ti(CuSe2)2,1
Cs2Ti(AgS2)2,1
NaEr(SO4)2,1
NaSr3SbO6,1
Ca2Al2O5,1
KAuC2,1
RbAuC2,1
Na4ReN3,1
RbSbO2,1
K2CN2,1
TiTl2F6,1
LiNdTiO4,1
TmAl3(BO3)4,1
Sm3Si2BO10,1
Ga2Se3,1
ErAg(PSe3)2,1
Cd2Cu(PO4)2,1
NdLuSe3,1
ScTlSe2,1
TbYb2PrS6,1
Sm(ErSe2)3,1
PrZnPO,1
NdSbO4,1
KRb2GaF6,1
Nd3GaO6,1
KNaGdNbO5,1
CoSb3,1
NaSr3TaO6,1
Dy2C(NO)2,1
MgS,1
NaLa2TaO6,1
K2SiF6,1
HoAsO4,1
TbTaO4,1
GeS,1
ScAgSe2,1
Sr2YSbO6,1
LiCaGaF6,1
SrLuCuS3,1
Cs2NaInF6,1
K3UF7,1
PdF4,1
Ho3ScO6,1
Cs2NaErF6,1
Nb2Hg2O7,1
Cs2NaTlF6,1
BaNaNd(SiO3)3,1
LiC,1
Li3Pr2(BO3)3,1
Sc2Cd3(GeO4)3,1
BaNa(PO3)3,1
LiB(CN)4,1
Na3SrLaZnSi6O17,1
NaCd4(PO4)3,1
Ge,1
SmCuO2,1
BaBOF3,1
TlPO4,1
Er2Ge2O7,1
Rb2Be3Cd2F12,1
ZnPbF6,1
CdB4O7,1
Cd3(AsO4)2,1
K2ZrF6,1
RbB(CN)4,1
K3GaO3,1
Sr2Ta2O7,1
MgSeO3,1
CaCuF4,1
SrCuF4,1
LiAuF4,1
CsBeF3,1
Na2LiBe2F7,1
HoP5O14,1
Er3Ga5O12,1
Hg3(PO4)2,1
BaSnS2,1
K6MgO4,1
BaEr2F8,1
K3Na(RuO4)2,1
TaTlSe3,1
MnCu2SiS4,1
Rb2SiS3,1
KPrGeSe4,1
KTbGeS4,1
Rb2TaCuSe4,1
Rb2TaCuS4,1
K2Pd(CN)4,1
K2U3(TeO7)2,1
CO,1
Ca3PN,1
SmCuSe2,1
KSi,1
CsGe,1
Lu2SO2,1
Ho2SO2,1
NaC,1
Na2Se,1
LiHoO2,1
Ba2LuNbO6,1
Ba2HoNbO6,1
Ba2NdNbO6,1
MgSeO4,1
KAg2PS4,1
YZnPO,1
CsLaCdTe3,1
SrCN2,1
NaSm3SiS7,1
Ag3PS4,1
TmCuS2,1
KAuF6,1
NaSnN,1
BaBeF4,1
Sr2TaGaO6,1
LiBF4,1
KThCuS3,1
AgHg3SbO6,1
Sr2YTaO6,1
CsPrZnTe3,1
KTl(CN)4,1
CsErCdTe3,1
In6Ga2PtO8,1
RbPbF3,1
NaNdTiO4,1
Rb2Te3,1
Sr2PbO4,1
RbIn5S8,1
InAg(PSe3)2,1
Sb2Pt2O7,1
PdPbF4,1
Rb2P3,1
Na2Gd2Ti3O10,1
Tl4Te3Pb,1
K2SmF5,1
Sb2PbO6,1
RhF3,1
K2Cd(CN)4,1
Ba2NbInO6,1
Tb3In5S12,1
Na2CO3,1
SrPbO3,1
Lu6UO12,1
RbCa2Nb3O10,1
Ho2C(NO)2,1
InP,1
NaAuO2,1
NaInS2,1
Li3Sb,1
GdAl3(PbO4)2,1
BaLa2In2O7,1
Na3InAs2,1
Sm3InS6,1
Sb2Se3,1
Pr3InSe6,1
SmAl3(PbO4)2,1
CuP2PbO7,1
La2Ge2O7,1
KPb,1
K2NaInP2,1
K2NaInAs2,1
Ca2PbO4,1
Ba3In2O5F2,1
BaGe2,1
Cd(InTe2)2,1
InSbS3,1
SrN6,1
Cs2PbO3,1
Na2SO3,1
BPPbO5,1
TeO2,1
FeSn2(CN)6,1
SrCuSeF,1
SrCaPb,1
Er2Cu2O5,1
Pb3O4,1
K3NdV2O8,1
Mg3Cr2(SiO4)3,1
Li6Ca12Mo4N16O3,1
Mn3Al2(SiO4)3,1
Zr2Mo(PO6)2,1
Na3Cr2(AsO4)3,1
La4Mo2O11,1
Rb2TeMo2(PO7)2,1
MnSiO3,1
Al2(MoO4)3,1
NdNi(BO2)5,1
V2Cd(PO5)2,1
BaPr2CuO5,1
MnTe2O5,1
SrS2,1
Ba2Ni(PO4)2,1
Ba2Mn(PO4)2,1
TmFeGe2O7,1
Na2V(PO4)2,1
Rb2MnV2O7,1
Na5Tb(MoO4)4,1
FeSb2C6(OF2)6,1
Te2MoO7,1
Cs2NaVO4,1
LiMnO4,1
LiScMo3O8,1
BaMn2V2O8,1
Ag2PbO2,1
LaCuO2,1
LaP7,1
Ba2GdNbO6,1
K4BaU3O12,1
LaGeBO5,1
Ba2InO3F,1
Na2MgAlF7,1
ThSnPt,1
In2HgTe4,1
MgPbF6,1
PbCN2,1
Nd4MnSe6O,1
NaCa9Mn(PO4)7,1
CaMgV2O7,1
VCrO4,1
Th(MoO4)2,1
SrCo2(PO4)2,1
Rb2Cr2O7,1
SnWO4,1
CrCdO4,1
Ba3MnSb2O9,1
NaMnPO4,1
Zr2P2WO12,1
Na2LiFe(Si2O5)3,1
NaMnAsO4,1
TePb,1
CsMnBr3,1
SrIF,1
BNCl2,1
RbPb2Br5,1
Sr2NCl,1
Cs3Sb2I9,1
LaBrO,1
K2ReBr6,1
BiSeI,1
CsCu2Br3,1
Cs3Mo2Br9,1
PbBrF,1
AlAs,1
SbSeI,1
CsICl2,1
BiIO,1
CuBiS2,1
TlIO3,1
CsVCl3,1
SbSBr,1
PbIF,1
BiTeI,1
KBrO3,1
K2PdCl4,1
BaIF,1
CsNiCl3,1
PbBrCl,1
MgI2,1
NdCl3,1
IO2,1
PtBr3,1
Ar,1
CS2NClO2,1
Na4Al3Si3BrO12,1
Na4Al3Si3ClO12,1
Sr5P3BrO12,1
AgHgSI,1
Sr2BN2Cl,1
Sr5P3ClO12,1
NaBiO3,1
NaHg2IO2,1
Sr2LuBiO6,1
Cs2Pd(IBr2)2,1
Sr2NdBiO6,1
La3Si2S8I,1
SiCl2O,1
Rb2CoCl4,1
BiBrO,1
BaBrF,1
K2PdCl6,1
Ba4Cl6O,1
Rb2SnCl6,1
Sr2BrN,1
CuBiSeO,1
Li3N,1
NaInSe2,1
AgN3,1
Li2PbO3,1
BAsPbO5,1
Ni(C2N3)2,1
Yb2S2O,1
In2HgS4,1
PbSeO4,1
K4PbO4,1
P2Pb2O7,1
Cu(AsO2)2,1
BiClO,1
TlInSe2,1
KIn5S8,1
Li4PbO4,1
SiSe2,1
Zn(InS2)2,1
Pb3SO6,1
PbSe,1
Ba2CePtO6,1
Ce(SeO4)2,1
K2In12Se19,1
Cs2In2Sb3,1
CuGe5Pb3O14,1
SiPbO3,1
RbInTe2,1
CsBrF,1
BiCl3,1
LiCl,1
XeF2,1
YbBr2,1
CsI3,1
RbBr,1
CsCl,1
NaCl,1
HgI,1
CrCl2,1
Bi2S3,1
BiI3,1
Sr2In2O5,1
Ba2In2S5,1
Na3In2(AsO4)3,1
LiPPbO4,1
AgAsPbS3,1
InAg(PS3)2,1
Zn(InSe2)2,1
Cr2CdSe4,1
InAsF6,1
FeS2,1
HgP14Pb,1
Gd(LuS2)3,1
UP2(PbO5)2,1
Li8PbO6,1
Cl2,1
RbO3,1
La2TiO5,1
Sr6YSc(BO3)6,1
SrTb2O4,1
KPrF4,1
Ba2HgS3,1
Rb2Cu2SnS4,1
NaYTiO4,1
CsCuS4,1
Ca(RhO2)2,1
K3PS4,1
K2MoS4,1
KNaV2O6,1
KSrPO4,1
MgNb2O6,1
Cs4Zn3F10,1
BaCu2GeS4,1
NaCaAlF6,1
BeO,1
Ba(DyTe2)2,1
NbSeOF7,1
Ba2SnS3F2,1
Rb3SbSe3,1
PrF3,1
K3BeF5,1
Rb3Sm(PS4)2,1
BaAl2(SiO4)2,1
BaLa2BeO5,1
Na3GeSe3,1
ZnSe2O5,1
HfTe3O8,1
KAlTe2,1
Ba2Ge2Se5,1
CaZn2(PO4)2,1
Ba5Dy8Zn4O21,1
BaSbTe3,1
Na5Ti2Si2PO13,1
RbSm(PO3)4,1
SrGa4O7,1
Na10YbSn12,1
K2Si3SnO9,1
WSe2,1
Lu2SiO5,1
Ba3NbAs3O,1
TlZnPO4,1
K2WSe4,1
K4SnSe4,1
Nd2Si2O7,1
Tb3CuSnSe7,1
Na2Si2S5,1
K2Cd3S4,1
BaSbF5,1
K7TaAs4,1
K6MnS4,1
Ca5Al6O14,1
Cu3SbS3,1
Li3GaGeO5,1
Lu3O2F5,1
Lu2PdO4,1
RbNd(PO3)4,1
SrPrCuSe3,1
KGaS2,1
CsReO4,1
TmBO3,1
Ba2SiO4,1
CaCu3(GeO3)4,1
NaYSiO4,1
Ca6MnN5,1
Sr3Sc(BO3)3,1
KAsOF4,1
Zn(AuF4)2,1
Sr3(GeAs2)2,1
K7Nb(SO4)6,1
Ho3CuSiS7,1
Mg4Ta2O9,1
Na2Al2As3,1
Ba3(SnAs2)2,1
Sm2O3,1
Sr10P6SO24,1
KSm(PO3)4,1
CdS2O7,1
K2Zr3OF12,1
K2Al2Sb3,1
Ag3Ge5P6,1
LiInGeO4,1
Mg4Nb2O9,1
CsF,1
K3Na(SeO4)2,1
KTb3F10,1
Rb3Ge4Au,1
Tl3B3S10,1
Na5AsO5,1
Nb2Zn4O9,1
Ba2SnSe3F2,1
Ba2VN3,1
KCdC3(NO)3,1
K2RuO4,1
Ba(SmTe2)2,1
CsPr(PO3)4,1
YSO4F,1
Ta2ZnO6,1
PrTaO4,1
La3SiAgS7,1
CsKNa2Li12(SiO4)4,1
Na2ZnSiO4,1
Ge3Sb2O9,1
Tm2SiO5,1
Er2Cu(B2O5)2,1
Nb2Tl4S11,1
Mn3(BO3)2,1
Ba2V(SiO4)2,1
PrVO4,1
Sr3NiPtO6,1
SrWO4,1
Rb2W2O7,1
Mg2Mo3O8,1
BaNiO3,1
Ni(PO3)2,1
CaCrP2O7,1
Na4W(NO)2,1
TbVO4,1
Er3CrS6,1
K2SrV4O12,1
Mg3V6(FeO6)4,1
CaNiP2O7,1
BaMnCO3F2,1
Ca2MnO4,1
BaWO4,1
Ca3Mn2O7,1
Mg3V2O8,1
Na5CoSO2,1
YbCrO4,1
VCrMoO7,1
Li2MnO3,1
Ba2MgWO6,1
Sr2CaMoO6,1
LiYMo3O8,1
MnWO4,1
Ba2CaMoO6,1
Sr2NiWO6,1
NdMn2O5,1
BaNi2(AsO4)2,1
Sr3V2O8,1
Sr2V2O7,1
NaCr(SiO3)2,1
Ba3V2O8,1
HgMoO4,1
CaMoO4,1
Ba3Mn2O8,1
Ca2MgWO6,1
SrVSi2O7,1
NdCrO3,1
Li2WO4,1
Sr4Al6WO16,1
ScVO4,1
Mn(SbO2)2,1
Ca3MnZnO6,1
CaSi2NiO6,1
RuSe2,1
Zn2Mo3O8,1
Ba3CrO5,1
BaMnP2O7,1
Cu3N,1
V2Cd2O7,1
YCrO3,1
Sr3TbRhO6,1
CsZnPO4,1
Sr3HoRhO6,1
Sr3DyRhO6,1
La2Si2O7,1
CdSO3,1
Mg(PO3)2,1
K2Se5,1
K3AsSe3,1
RbAgSe4,1
Na2SrV4O12,1
TlZnAsO4,1
KAg3S2,1
Ba6Mg7F26,1
CsEr2Cu3S5,1
NaGdSiO4,1
Ba(AgTe)2,1
Sr3YRhO6,1
SrLi(B3O5)3,1
Rb6Si2O7,1
Na3Ca2TaO6,1
SrMgP2O7,1
K2ZrO3,1
K3Na2SnAs3,1
Ho2SiSeO4,1
ScCrO3,1
Na5Y(WO4)4,1
LiCo(CO)4,1
Tl2MoO4,1
BaNi2(PO4)2,1
VAgHgO4,1
Ba3W2O9,1
Li2VSiO5,1
TlV2AgO6,1
K2MnSO4F3,1
KSc(MoO4)2,1
K2VO2F3,1
AlVO4,1
Sr2CaWO6,1
Li2VGeO5,1
V2Zn2O7,1
Cr2SiO4,1
SbF3,1
TlCo(CO)4,1
Ca2CoSi2O7,1
DyVO4,1
Na2CrO4,1
Zr(WO4)2,1
Na4Mo(NO)2,1
TeF6,1
NiSO4,1
Co3O4,1
Mn2PO4F,1
Zn3TeAs2Pb3O14,1
CS3N5Cl,1
UAg2(SeO4)2,1
SrCrF4,1
Tl2Te3O7,1
K2Er(NO3)5,1
Ca3SiO5,1
AlS5N5Cl4,1
Ca4Si6Pb6Cl2O21,1
DySeClO3,1
AsS4N4F5,1
K3Al4P2O8F9,1
CaP4O11,1
SrLi(BS2)3,1
KNaNdNbO5,1
RbInAs2O7,1
K9U6BiO24,1
Na2Cd(SO4)2,1
AgHg2AsO4,1
MoS2N2Cl5,1
KCBr(NO2)2,1
RbP(OF)2,1
Ba4Nb2(OF4)3,1
KNaSi2O5,1
LaH4S2NO8,1
GdSClO4,1
NaZnPO4,1
BaPt2S3,1
Sc2Te5O13,1
Ba5Er2ZrAl2O13,1
Na3B6NO13,1
Ca(CO2)2,1
H9C3SeSN2Cl,1
Tm3B5O12,1
PAuClF3,1
BH9(CO)3,1
KBi6IO9,1
Ca6Hf19O44,1
K2P2O5F2,1
TaBi4ClO8,1
Ag2PS3,1
Mg3Si(O2F)2,1
Na4Li5(BO3)3,1
Na3P(SO)2,1
Ba9Sc2(SiO4)6,1
Na6Mg(SO4)4,1
Ca3TiBe2Si2(As3O10)2,1
Ba5P3ClO12,1
K4Ba(SiO3)3,1
Na2Pd(NO2)4,1
K5Au(IO)2,1
V2Se2O9,1
KNaPrNbO5,1
K4Nb2S10O,1
Li3U7(PO7)5,1
CsK2AuO2,1
K2Be(Si2O5)2,1
LaNbTeO6,1
Sc2TeO6,1
Nd3NbO7,1
LaMg(BO2)5,1
Li4Zn(PO4)2,1
CsHSO4,1
KNiIO6,1
KCu4AsS4,1
KBiF6,1
K4Ba(VS4)2,1
K4Na2TeO6,1
NbIO2,1
Cs2TlBiF6,1
Ca2Mg5Si8(O11F)2,1
RbNaSi2O5,1
Sb2TeSeF10,1
AsS(IF3)2,1
Gd2TiO5,1
Bi14Te13S8,1
SbAs3(Se2F3)2,1
Rb2Bi(ClO4)5,1
CrAg(PS3)2,1
TlZn(PO3)3,1
PbS,1
Sr4NbAlO8,1
Zn2SiO4,1
Na2Ca3(Si3O8)2,1
BaLi2Ti6O14,1
KCu(BiS2)2,1
K2Cr2O7,1
CaSeO3,1
Ba3Sc(BO2)9,1
BiO2,1
H12Pd(N5O4)2,1
MnTl2As2S5,1
LiLa2S2O8F3,1
Lu2Te5O13,1
GaN5O14,1
RbInP2O7,1
KNd(CO3)2,1
Dy2Cu(BO2)8,1
CdAs2(XeF5)4,1
SbI(OF4)2,1
V3(Bi3O8)2,1
DyTaO4,1
K5U2O4F9,1
CuAsPbO4,1
K2Ag4Pt3(NO2)12,1
TlF,1
K2Cd(AuS)4,1
Ca3Al4ZnO10,1
WSF4,1
NaNb3(TeO4)4,1
Er2Te5O13,1
MoS3(NCl4)2,1
Sn2PCO6,1
YTaO4,1
Ho2Sn3(PbS4)3,1
AlBPbO4,1
RbBa4Sb3O,1
OsXe(O2F3)2,1
La4S3NCl3,1
Rb2U3(IO5)4,1
K2Si4O9,1
Nd2Ta2Cl2O7,1
BH11C4NClF4,1
CsLa(PO3)4,1
Rb2HfS4,1
Sr3Al2Cl2O5,1
GdH6C4NO9,1
Zr(PO3)4,1
RbReSO3,1
Ca5Te3O14,1
SrTiSi2O7,1
H3CS,1
Cd(InS2)2,1
Zn2Si3Pb4SO15,1
Na2Te4MoO12,1
Nd2Ti3(ClO4)2,1
Cs2Na2B10O17,1
Li2TeO3,1
Li2U3P2O15,1
Ca4P6O19,1
In2Ag3(PO4)3,1
Nd4S3NCl3,1
K9Bi5O13,1
TiPCl7O,1
Ti2Bi2O7,1
CaH6C2O7,1
Gd3Se4O12F,1
BaZr(BO3)2,1
Zn(CO2)2,1
Sb4PtC4(O2F11)2,1
Ba9LiSi10C(ClO4)7,1
LaB2ClO4,1
K2CS2(O3F)2,1
SrHo2O4,1
Ba5Ta2Cl2O9,1
IOF3,1
Ge4PbO9,1
PBrNF,1
Hg3AsS4Cl,1
Ba4Na(BiO4)3,1
ZrS4(N2Cl3)2,1
LiTiPO5,1
Li2U3(PO5)4,1
SbCSF11,1
SeS4(NCl)3,1
H9C5NO5,1
CdBiS2Cl,1
AlSBr3N,1
MoF6,1
LiAl(SiO3)2,1
ZnAgPS4,1
Na3Nd(BO3)2,1
CsGeB3O7,1
BaSiF6,1
NaSmSe2O7,1
BiB2O4F,1
TiTlPS5,1
Li2TeS3,1
Ba5Ru2Br2O9,1
WSNCl5,1
Nd2Cu(GeO4)2,1
RbGa3S5,1
CsMnF3,1
ZnB4O7,1
S3N3ClO2,1
Ba2ZnSi2O7,1
KLi2BO3,1
K3BSb4O13,1
Ag2Hg(SeO3)2,1
Ti4Bi2O11,1
Li3Er(NO3)6,1
YSiNO2,1
IN2O4F5,1
CsTa(PO4)2,1
KLiMnO2,1
ErGeBiO5,1
Na7Y2P7O24,1
KNa2AuO2,1
NaI3O8,1
SnP2(Cl5O)2,1
CsBC3NO2F9,1
KP(OF)2,1
Zn4SiTePbO10,1
NaY(SeO3)2,1
LiNb3(Bi2O7)2,1
KBi(PO3)4,1
Sb2OsC4(OF3)4,1
In7GeIrO8,1
Ni(NF7)2,1
HgC2O2F3,1
SrBe2(BO3)2,1
Er3CuSiS7,1
VS2N3Cl2,1
CS5N5O3F,1
BaSbSe2F,1
LiYSiO4,1
K2Hg2SCl4O3,1
CdHg2SeO6,1
Ca2SiCl2O3,1
Pr(IO3)3,1
CaTaNO2,1
Hg3AsO4,1
Sr4Pt4PbO11,1
K2HgC2S2(BrN)2,1
TeAs(ClF2)3,1
NdPH5CO7,1
CuBi2(SeO3)4,1
SiH12C2(NF3)2,1
FeS3(NCl2)2,1
CdHg4C6S6(Br2N3)2,1
NaBi2Sb3O11,1
Bi6As9Se4S10(O4F13)5,1
Na3BeAl(SiO4)2,1
KSrB5O9,1
Dy3S3N,1
Mn3(AgO2)4,1
YF3,1
KLiYF5,1
KAs4ClO6,1
CSNF5,1
Na2Si3O7,1
SrSbSe2F,1
RbNaTiO3,1
BaS3,1
Ba6Na2Nb2P2O17,1
KZrSnF7,1
K4GeS4,1
AuSCl7,1
Na3Sb3(AsO7)2,1
Ag4Se(IO2)2,1
GdSeClO3,1
K2NiF4,1
BaSb2Xe5F22,1
LaPb6ClO7,1
KNa7Pb2O7,1
K2Pd(NO3)4,1
Ba17Dy16Zn8Pt4O57,1
SrH2(CO2)2,1
Lu2O3,1
Rb4Nb2S10O,1
KGe2BO6,1
CaZr4(PO4)6,1
KNaSmNbO5,1
Gd10S14O,1
Rb2NiF6,1
Ba3Bi2TeO9,1
AsS2NF10,1
LaCN2F,1
Cs2K2TeO5,1
UTl2(TeO4)2,1
K2PbO2,1
Sb4RuC6(O3F11)2,1
Er3SiSe2O10F,1
Tb5Se2Cl3O10,1
C2S(OF)4,1
In6S7,1
BaAlF5,1
MnSbS2Cl,1
K2PO4,1
SnPO3F,1
Sn2PClO4,1
Na4Sc2Si4O13,1
Cu2SiPbS4,1
BaAl2(GeO4)2,1
NaSr3BiO6,1
AlSCl7,1
Tl2C3O4,1
Si(PbO2)2,1
RbH4SNO4,1
Ba2B5ClO9,1
BaHg2(ClO)2,1
SrGeO3,1
S4N2O3F,1
BaLa(BiS3)2,1
Rb2CO3,1
Na2Mn2Si2O7,1
Na4Ti5O12,1
KDy(SeO4)2,1
ZnAs2C6S12N12(OF2)6,1
SiPb4(BrO)4,1
CdP2Xe5F22,1
YSeO3F,1
AsSeS3N5F6,1
H9C3N3O2,1
Na3Ga3(TeO6)2,1
Li2Ca4Si4O13,1
Sr2Sc2B4O11,1
BaCa(PO3)4,1
BaHgO2,1
AuCS2Cl3,1
YSeF,1
Ba2Li3(PO3)7,1
Pr6S4N3Cl,1
Rb2LiTaS4,1
MgAs2(XeF8)2,1
SrDy2O4,1
NaNb4Tl3P2O17,1
NdTeBrO3,1
K2OsCBr5O,1
Na3Y(BO3)2,1
MgH8C2S2(NO2)2,1
Na2TiF6,1
BaTeO3,1
Th2P2O9,1
Rb2ZnO2,1
Si(Sn3O4)2,1
Zn3BPO7,1
Sr2B5ClO9,1
Bi4Te2Br2O9,1
As4S3,1
InH8C4NO10,1
S2NO,1
K2Ti(Si2O5)3,1
Fe2Pb3F12,1
TiP2Cl8O3,1
Ho11Te16ClO48,1
Na2InNiF7,1
AlS2(NCl2)2,1
RbNbAsClO5,1
Tl2CS3,1
KCa12Si4S2O26F,1
Cu6GeWS8,1
HgSeO3,1
SrZrO3,1
KNaZnO2,1
CaAs2(XeF5)4,1
NaSbS2,1
CrMoF6,1
Zn2TeCl2O3,1
NaPr(Si3O7)2,1
Na2CuSi3O8,1
Na4Zr2(GeO4)3,1
RbSb2F7,1
TeAs(BrF2)3,1
Na2Gd2MgSi4(O6F)2,1
Zn4P6N12O,1
Pb2S(O2F)2,1
PH8C2NO4,1
K2Be2Zn2Si3O11,1
NaBi2AuO5,1
AgBTe4C2(O3F10)2,1
MnP4O11,1
YbClF,1
K5LiGe2O7,1
K2Sb2S(O2F3)2,1
CaP2Xe5F22,1
Na3ScSi2O7,1
CsReOF6,1
KAu(IO3)4,1
Sm2Ti3(BiO6)2,1
BaSi6N8O,1
NaB3O5,1
KSnSO4F,1
LiC2S2N(O2F3)2,1
Sr2TmNbO6,1
K4Ru(NO2)6,1
Cu2WS4,1
NaCdH3(CO2)3,1
CdB2F8,1
Li4Ca(BO3)2,1
HgO,1
Te6Mo(OF5)6,1
LaTmS3,1
RuCl(OF3)2,1
AlSeS2N2Cl5,1
Ca(BO2)2,1
Sm3Si2Cl5O6,1
Tl2Cd2(SO4)3,1
LiNdGeO4,1
Li3In(BO3)2,1
AgHg2PO4,1
NaLiCO3,1
LiAlB2O5,1
BS2N2OF7,1
CsTcNClO4,1
Re2SCl12,1
K2Ti(SiO3)3,1
AsS(ClF2)3,1
Ba3Mg(SiO4)2,1
Na2PHO3,1
NaSrBO3,1
KZrF5,1
Sn(SeO3)2,1
CaBiCO4F,1
GdPH5CO7,1
Li4Ga3Si3BrO12,1
Y3CuGeS7,1
B5Pb2ClO9,1
Bi2Au5F21,1
Al2CuSi2O7F2,1
BaPr2Ti3O10,1
K3SO4F,1
Ba5Hf4S13,1
PtS4N3Cl,1
Sr2LaTa3O11,1
K2SeO4,1
TaP4S6Cl5,1
Li3Sc(BO3)2,1
RbSO4F,1
LaGaO3,1
NaBe2BO3F2,1
RbNa3SnO4,1
Pr3CuGeS7,1
RbPS3,1
TlPO3,1
GaAgS2,1
Nd5As4(ClO4)3,1
KSbN(OF)3,1
KLi4NbO5,1
Rb2SbAuS4,1
InBiO3,1
MnB2F8,1
BiPPbO5,1
RbCO2,1
Nd3CuSiS7,1
TiMnO3,1
Li2U3V2O15,1
K3VSO3,1
VCdBiO5,1
Na5MoNO4,1
SrFe2(P2O7)2,1
LiMoIO6,1
SmMoClO4,1
HoMoClO4,1
MgV2PbO7,1
Gd2WO6,1
K3V(SO)2,1
AgTeNO5,1
ZrV2O7,1
SmMoO4F,1
CsMo2P3O13,1
TmMoClO4,1
Sr3Fe2(SeO3)6,1
Ba2V3BiO11,1
La2CrO6,1
Gd3BWO9,1
NaAl(MoO4)2,1
VAg2PO6,1
NiBiAsO5,1
KMo2Cl7O2,1
SrV2(PO5)2,1
KVPO5,1
K3Mo2BrO7,1
K2UCr(IO6)2,1
Cs2V4O9,1
Sb3C2N(OF8)2,1
RbLiMoO4,1
BaVClO3,1
Na5Er(MoO4)4,1
Nd2Mo(SeO5)2,1
Ba2MnSi2ClO7,1
